locus_tag,state,TB.state,TY.state,GR.state,ICE.state,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ins_index.WTES,ins_index.WTTB,ins_index.WTTY,ins_index.WTGR,ins_index.NSES,ins_index.NSTB,ins_index.NSTY,ins_index.NSGR
R7A2020_20130,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,secD,U,Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. SecDF uses the proton motive force (PMF) to complete protein translocation after the ATP-dependent function of SecA,R7A2020_20130,4126085,4126471,387,-1,0.203,0.076,0.073,0.061,0.176,0.085,0.076,0.085
R7A2020_20135,NE,NE,NE,NE,NA,NA,porin family protein,K16079,outer membrane immunogenic protein,NA,M,Opacity protein and related surface antigens,R7A2020_20135,4126663,4127328,666,1,0.132,0.042,0.046,0.037,0.152,0.046,0.067,0.053
R7A2020_20140,CORE-ES,CORE-ES,CORE-ES,CORE-ES,NA,J,NA,NA,NA,NA,NA,NA,R7A2020_20140,4127612,4127697,86,1,0,0,0,0,0,0,0,0
R7A2020_20145,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20145,4127874,4128167,294,1,0.112,0.06,0.048,0.04,0.155,0.044,0.064,0.056
R7A2020_20150,NE,NE,NE,WT-GR-ES,NA,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20150,4128212,4128523,312,-1,0.09,0.03,0.049,0.011,0.117,0.026,0.041,0.041
R7A2020_20155,NE,NE,NE,NE,NA,NA,histidine ammonia-lyase,K01745,histidine ammonia-lyase [EC:4.3.1.3],hutH1,E,Histidine ammonia-lyase,R7A2020_20155,4128866,4130368,1503,1,0.135,0.049,0.052,0.042,0.157,0.054,0.063,0.056
R7A2020_20160,NE,NE,NE,NE,NA,NA,NUDIX domain-containing protein,K12945,GDP-mannose pyrophosphatase NudK [EC:3.6.1.-],MA20_42045,L,NUDIX domain,R7A2020_20160,4130398,4130976,579,-1,0.128,0.053,0.059,0.028,0.154,0.053,0.047,0.053
R7A2020_20165,NE,NE,NE,NE,NA,NA,NADH:flavin oxidoreductase/NADH oxidase,NA,NA,namA,C,NADH flavin oxidoreductase NADH oxidase,R7A2020_20165,4131137,4132240,1104,1,0.193,0.089,0.063,0.04,0.198,0.072,0.064,0.068
R7A2020_20170,NE,NE,NE,NE,NA,NA,SH3 domain-containing protein,NA,NA,batE,T,Bacterial SH3 domain,R7A2020_20170,4132368,4132685,318,1,0.114,0.037,0.051,0.037,0.151,0.077,0.04,0.029
R7A2020_20175,NE,NE,NE,NE,NA,NA,DUF982 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF982),R7A2020_20175,4132790,4133068,279,1,0.13,0.033,0.038,0.046,0.146,0.067,0.042,0.033
R7A2020_20180,NE,NE,TY-GD,NE,NA,DUFF,DUF2188 domain-containing protein,NA,NA,NA,S,Uncharacterized protein conserved in bacteria (DUF2188),R7A2020_20180,4133098,4133337,240,1,0.103,0.015,0.029,0.054,0.108,0.044,0.01,0.025
R7A2020_20185,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20185,4133440,4133724,285,-1,0.189,0.091,0.062,0.058,0.21,0.095,0.07,0.07
R7A2020_20190,NE,NE,NE,NE,NA,NA,alpha/beta hydrolase,NA,NA,NA,I,alpha/beta hydrolase fold,R7A2020_20190,4133780,4134784,1005,-1,0.137,0.062,0.049,0.037,0.159,0.073,0.064,0.054
R7A2020_20195,NE,NE,NE,NE,NA,NA,competence/damage-inducible protein A,NA,NA,cinA,S,Molybdopterin binding,R7A2020_20195,4134948,4135691,744,1,0.253,0.112,0.106,0.068,0.253,0.12,0.076,0.088
R7A2020_20200,NE,NE,NE,NE,NA,NA,universal stress protein,NA,NA,NA,T,Universal stress protein,R7A2020_20200,4135774,4136607,834,1,0.182,0.083,0.063,0.045,0.165,0.063,0.054,0.062
R7A2020_20205,NE,NE,NE,NE,NA,NA,xanthine phosphoribosyltransferase,K00769,xanthine phosphoribosyltransferase [EC:2.4.2.22],gpt,F,"Acts on guanine, xanthine and to a lesser extent hypoxanthine",gpt,4136724,4137224,501,1,0.153,0.068,0.047,0.042,0.188,0.092,0.045,0.056
R7A2020_20210,NE,NE,NE,NE,NA,NA,NUDIX hydrolase,K07766,diphosphoinositol-polyphosphate diphosphatase [EC:3.6.1.52],NA,L,Nudix hydrolase,R7A2020_20210,4137435,4137923,489,1,0.175,0.067,0.034,0.06,0.158,0.058,0.05,0.043
R7A2020_20215,NE,NE,NE,NE,NA,NA,PilZ domain-containing protein,NA,NA,NA,S,PilZ domain,R7A2020_20215,4138022,4138333,312,1,0.109,0.041,0.034,0.03,0.158,0.049,0.056,0.068
R7A2020_20220,CORE-ES,CORE-ES,CORE-ES,CORE-ES,NA,F,vitamin B12-dependent ribonucleotide reductase,K00525,ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1],nrdJ,F,Catalyzes the reduction of ribonucleotides to deoxyribonucleotides. May function to provide a pool of deoxyribonucleotide precursors for DNA repair during oxygen limitation and or for immediate growth after restoration of oxygen,R7A2020_20220,4139028,4142801,3774,1,0,0,0,0,0,0,0,0
R7A2020_20225,NE,TB-GD,NE,NE,NA,I,acyltransferase,K16568,exopolysaccharide production protein ExoZ,NA,I,Acyltransferase family,R7A2020_20225,4143653,4144765,1113,1,0.055,0.015,0.021,0.016,0.058,0.016,0.02,0.024
R7A2020_20230,NE,NE,NE,NE,NA,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_20230,4144862,4145061,200,-1,0.106,0.029,0.047,0.035,0.176,0.059,0.041,0.041
R7A2020_20235,NE,NE,NE,NE,NA,NA,DUF3592 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF3592),R7A2020_20235,4145104,4146075,972,-1,0.104,0.041,0.039,0.033,0.129,0.041,0.05,0.05
R7A2020_20240,NE,NE,NE,NE,NA,NA,class I SAM-dependent methyltransferase,NA,NA,NA,Q,Methyltransferase type 12,R7A2020_20240,4146189,4146794,606,-1,0.126,0.052,0.041,0.05,0.159,0.062,0.062,0.05
R7A2020_20245,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20245,4146834,4147001,168,-1,0.118,0.028,0.063,0.049,0.194,0.049,0.069,0.069
R7A2020_20250,NE,NE,NE,NE,NA,NA,LysR family transcriptional regulator,K03566,"LysR family transcriptional regulator, glycine cleavage system transcriptional activator",gcvA,K,transcriptional regulator,R7A2020_20250,4147107,4148018,912,1,0.067,0.023,0.026,0.018,0.068,0.027,0.019,0.023
R7A2020_20255,NE,NE,NE,NE,NA,NA,VOC family protein,NA,NA,NA,E,glyoxalase bleomycin resistance protein dioxygenase,R7A2020_20255,4148051,4148434,384,1,0.138,0.061,0.058,0.024,0.193,0.073,0.076,0.07
R7A2020_20260,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20260,4148851,4149039,189,1,0.117,0.062,0.043,0.037,0.16,0.068,0.049,0.025
R7A2020_20265,NE,NE,NE,NE,NA,NA,muramidase,K07273,lysozyme,lysM,M,Glycosyl hydrolases family 25,R7A2020_20265,4149073,4150146,1074,-1,0.113,0.046,0.037,0.02,0.107,0.051,0.022,0.027
R7A2020_20270,NE,NE,NE,NE,NA,NA,DUF1402 family protein,NA,NA,NA,M,Protein of unknown function (DUF1402),R7A2020_20270,4150320,4151369,1050,1,0.155,0.071,0.054,0.041,0.183,0.074,0.054,0.066
R7A2020_20275,NE,NE,NE,NE,NA,NA,DedA family protein,K03975,membrane-associated protein,dedA,S,SNARE associated Golgi protein,R7A2020_20275,4151394,4152035,642,1,0.115,0.042,0.033,0.029,0.183,0.062,0.075,0.055
R7A2020_20280,NE,NE,NE,NE,NA,NA,phosphodiester glycosidase family protein,NA,NA,yigE,S,Phosphodiester glycosidase,R7A2020_20280,4152019,4152810,792,-1,0.116,0.049,0.036,0.027,0.125,0.049,0.037,0.042
R7A2020_20285,NE,NE,NE,NE,NA,NA,transglutaminase-like cysteine peptidase,NA,NA,NA,S,(periplasmic) protein,R7A2020_20285,4152937,4153557,621,-1,0.089,0.03,0.036,0.023,0.125,0.03,0.055,0.04
R7A2020_20290,NE,NE,NE,NE,NA,NA,undecaprenyl-diphosphate phosphatase,K06153,undecaprenyl-diphosphatase [EC:3.6.1.27],uppP,V,Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin,R7A2020_20290,4153690,4154562,873,-1,0.136,0.062,0.057,0.036,0.132,0.039,0.05,0.054
R7A2020_20295,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20295,4154728,4155633,906,1,0.118,0.036,0.054,0.029,0.141,0.043,0.061,0.057
R7A2020_20300,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20300,4155640,4155852,213,-1,0.154,0.082,0.049,0.027,0.137,0.044,0.055,0.066
R7A2020_20305,NE,NE,NE,NE,NA,NA,GFA family protein,NA,NA,NA,S,Glutathione-dependent formaldehyde-activating enzyme,R7A2020_20305,4156003,4156401,399,-1,0.106,0.038,0.029,0.026,0.173,0.059,0.062,0.041
R7A2020_20310,NE,NE,NE,NE,NA,NA,isopenicillin N synthase family oxygenase,NA,NA,pcbC,C,Belongs to the iron ascorbate-dependent oxidoreductase family,R7A2020_20310,4156508,4157536,1029,1,0.138,0.053,0.048,0.037,0.146,0.059,0.047,0.053
R7A2020_20315,NE,NE,NE,NE,NA,NA,SRPBCC family protein,NA,NA,NA,S,Activator of Hsp90 ATPase,R7A2020_20315,4157571,4158056,486,-1,0.162,0.075,0.056,0.039,0.167,0.072,0.043,0.072
R7A2020_20320,NE,NE,NE,NE,NA,NA,ParB N-terminal domain-containing protein,NA,NA,NA,K,ParB-like nuclease domain,R7A2020_20320,4158174,4158422,249,-1,0.122,0.061,0.042,0.033,0.155,0.052,0.066,0.042
R7A2020_20325,NE,NE,NE,NE,NA,NA,ThuA domain-containing protein,NA,NA,NA,S,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",R7A2020_20325,4158578,4160218,1641,1,0.168,0.057,0.057,0.044,0.191,0.07,0.055,0.071
R7A2020_20330,NE,NE,NE,NE,NA,NA,aspartate aminotransferase family protein,NA,NA,NA,E,Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family,R7A2020_20330,4160220,4161605,1386,1,0.139,0.048,0.048,0.043,0.185,0.087,0.057,0.056
R7A2020_20335,NE,NE,NE,NE,NA,NA,3-keto-5-aminohexanoate cleavage protein,K18013,3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247],NA,S,beta-keto acid cleavage enzyme,R7A2020_20335,4161609,4162538,930,1,0.14,0.049,0.037,0.038,0.152,0.063,0.047,0.043
R7A2020_20340,NE,NE,NE,NE,NA,NA,DUF523 domain-containing protein,NA,NA,ybbK,S,Protein of unknown function (DUF523),R7A2020_20340,4162559,4163062,504,1,0.159,0.07,0.047,0.023,0.131,0.044,0.04,0.054
R7A2020_20345,NE,NE,NE,NE,NA,NA,GNAT family N-acetyltransferase,K00657,diamine N-acetyltransferase [EC:2.3.1.57],NA,K,Acetyltransferase (GNAT) domain,R7A2020_20345,4163066,4163587,522,1,0.126,0.059,0.041,0.034,0.119,0.041,0.054,0.029
R7A2020_20350,NE,NE,NE,NE,NA,NA,histone deacetylase family protein,NA,NA,aphA,BQ,including yeast histone deacetylase and acetoin utilization protein,R7A2020_20350,4163584,4164612,1029,1,0.12,0.055,0.046,0.033,0.154,0.057,0.034,0.047
R7A2020_20355,NE,NE,NE,NE,NA,NA,cysteine desulfurase-like protein,NA,NA,csd,E,Aminotransferase class-V,R7A2020_20355,4164628,4165896,1269,-1,0.138,0.045,0.051,0.037,0.162,0.063,0.057,0.05
R7A2020_20360,NE,NE,NE,NE,NA,NA,aldo/keto reductase,NA,NA,tas,C,Related to aryl-alcohol,R7A2020_20360,4165937,4167004,1068,-1,0.143,0.055,0.055,0.028,0.144,0.061,0.05,0.041
R7A2020_20365,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20365,4167116,4167577,462,-1,0.122,0.031,0.048,0.023,0.097,0.028,0.041,0.036
R7A2020_20370,NE,TB-GD,TY-GD,GR-GD,NA,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20370,4167964,4168128,165,1,0.05,0.028,0.007,0.007,0.085,0.014,0.028,0.028
R7A2020_20375,NE,NE,NE,NE,NA,NA,DUF1993 family protein,K09983,uncharacterized protein,NA,S,Domain of unknown function (DUF1993),R7A2020_20375,4168183,4168689,507,-1,0.076,0.023,0.025,0.019,0.127,0.051,0.039,0.042
R7A2020_20380,NE,NE,NE,NE,NA,NA,DUF1176 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF1176),R7A2020_20380,4168829,4169881,1053,1,0.116,0.051,0.039,0.036,0.132,0.05,0.045,0.049
R7A2020_20385,NE,NE,NE,NE,NA,NA,alpha/beta hydrolase,NA,NA,NA,S,alpha beta,R7A2020_20385,4169903,4170802,900,-1,0.131,0.046,0.051,0.031,0.137,0.061,0.043,0.043
R7A2020_20390,NE,NE,NE,NE,NA,NA,NTP transferase domain-containing protein,K07141,molybdenum cofactor cytidylyltransferase [EC:2.7.7.76],MA20_09420,H,Probable molybdopterin binding domain,R7A2020_20390,4170835,4172445,1611,-1,0.151,0.058,0.046,0.041,0.158,0.05,0.058,0.049
R7A2020_20395,NE,NE,NE,NE,NA,NA,XdhC family protein,K07402,xanthine dehydrogenase accessory factor,pucA,O,"Xanthine and CO dehydrogenases maturation factor, XdhC CoxF family",R7A2020_20395,4172512,4173249,738,-1,0.091,0.024,0.027,0.037,0.129,0.033,0.035,0.035
R7A2020_20400,NE,NE,NE,NE,NA,NA,XdhC family protein,K07402,xanthine dehydrogenase accessory factor,pucA,O,"Xanthine and CO dehydrogenases maturation factor, XdhC CoxF family",R7A2020_20400,4173256,4173594,339,-1,0.162,0.048,0.066,0.055,0.152,0.052,0.069,0.069
R7A2020_20405,NE,NE,NE,NE,NA,NA,VWA domain-containing protein,K07161,uncharacterized protein,coxE,S,Protein containing von Willebrand factor type A (VWA) domain,R7A2020_20405,4173645,4174910,1266,-1,0.15,0.059,0.05,0.033,0.158,0.069,0.055,0.041
R7A2020_20410,NE,NE,NE,NE,NA,NA,MoxR family ATPase,NA,NA,coxD,S,AAA domain (dynein-related subfamily),R7A2020_20410,4174915,4175844,930,-1,0.142,0.057,0.048,0.04,0.157,0.061,0.056,0.034
R7A2020_20415,NE,NE,NE,NE,NA,NA,flavin reductase,K13786,"cob(II)yrinic acid a,c-diamide reductase [EC:1.16.8.-]",nmoB,S,Flavin reductase like domain,R7A2020_20415,4175841,4176368,528,-1,0.118,0.049,0.053,0.02,0.147,0.058,0.04,0.049
R7A2020_20420,NE,NE,NE,NE,NA,NA,ABC transporter substrate-binding protein,NA,NA,NA,E,ABC-type branched-chain amino acid transport,R7A2020_20420,4176550,4177617,1068,1,0.178,0.074,0.046,0.036,0.195,0.076,0.068,0.057
R7A2020_20425,NE,NE,NE,NE,NA,NA,P1 family peptidase,K01266,D-aminopeptidase [EC:3.4.11.19],dmpA,EQ,peptidase,R7A2020_20425,4177617,4178642,1026,1,0.174,0.069,0.065,0.046,0.176,0.071,0.065,0.066
R7A2020_20430,NE,NE,NE,NE,NA,NA,DUF2171 domain-containing protein,NA,NA,MA20_37705,S,Uncharacterized protein conserved in bacteria (DUF2171),R7A2020_20430,4178652,4178906,255,-1,0.188,0.06,0.05,0.069,0.188,0.064,0.055,0.05
R7A2020_20435,NE,NE,NE,NE,NA,NA,DUF2259 domain-containing protein,NA,NA,NA,S,secreted protein,R7A2020_20435,4179035,4179760,726,1,0.175,0.081,0.05,0.052,0.201,0.089,0.071,0.06
R7A2020_20440,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20440,4179757,4180275,519,1,0.181,0.072,0.065,0.054,0.176,0.065,0.084,0.056
R7A2020_20445,CORE-ES,CORE-ES,CORE-ES,CORE-ES,NA,F,adenylosuccinate lyase,K01756,adenylosuccinate lyase [EC:4.3.2.2],purB,F,Belongs to the lyase 1 family. Adenylosuccinate lyase subfamily,R7A2020_20445,4180434,4181741,1308,1,0.003,0.002,0,0,0.003,0.001,0,0
R7A2020_20450,NE,NE,NE,NE,NA,NA,VOC family protein,K07104,"catechol 2,3-dioxygenase [EC:1.13.11.2]",NA,S,Glyoxalase bleomycin resistance protein dioxygenase,R7A2020_20450,4181821,4182633,813,-1,0.159,0.064,0.049,0.038,0.16,0.075,0.042,0.051
R7A2020_20455,NE,NE,NE,NE,NA,NA,serine hydrolase family protein,K07002,uncharacterized protein,NA,S,Alpha beta hydrolase,R7A2020_20455,4182879,4183427,549,1,0.118,0.058,0.041,0.017,0.141,0.064,0.043,0.032
R7A2020_20460,NE,NE,NE,NE,NA,NA,acyltransferase,NA,NA,NA,I,Acyltransferase family,R7A2020_20460,4183598,4184776,1179,1,0.137,0.048,0.043,0.045,0.136,0.049,0.056,0.049
R7A2020_20465,NE,NE,NE,NE,NA,NA,HpcH/HpaI aldolase/citrate lyase family protein,K02510,4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52],NA,G,Belongs to the HpcH HpaI aldolase family,R7A2020_20465,4184815,4185588,774,-1,0.153,0.073,0.041,0.038,0.209,0.079,0.068,0.065
R7A2020_20470,NE,NE,TY-GD,NE,NA,DUFF,DUF1476 domain-containing protein,NA,NA,NA,S,Domain of unknown function (DUF1476),R7A2020_20470,4185753,4186073,321,-1,0.062,0.022,0.011,0.018,0.092,0.04,0.022,0.018
R7A2020_20475,NE,NE,NE,NE,NA,NA,phosphoribosylaminoimidazolesuccinocarboxamide synthase,K01923,phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6],purC,F,Belongs to the SAICAR synthetase family,R7A2020_20475,4186349,4187143,795,1,0.108,0.04,0.04,0.04,0.131,0.055,0.05,0.034
R7A2020_20480,NE,NE,NE,GR-ES,NA,F,phosphoribosylformylglycinamidine synthase subunit PurS,K23264,phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3],purS,F,Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL,purS,4187187,4187429,243,1,0.135,0.048,0.082,0,0.14,0.087,0.048,0.005
R7A2020_20485,NE,NE,NE,NE,NA,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_20485,4187449,4187705,257,1,0.136,0.027,0.05,0.05,0.136,0.064,0.036,0.032
R7A2020_20490,NE,NE,NE,GR-ES,NA,F,phosphoribosylformylglycinamidine synthase subunit PurQ,K23265,phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2],purQ,F,Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL,purQ,4187702,4188370,669,1,0.102,0.042,0.032,0,0.125,0.061,0.046,0
R7A2020_20495,NE,NE,NE,NE,NA,NA,glutathione S-transferase family protein,K00799,glutathione S-transferase [EC:2.5.1.18],NA,O,Glutathione S-transferase,R7A2020_20495,4188441,4189106,666,1,0.113,0.037,0.039,0.039,0.152,0.06,0.06,0.044
R7A2020_20500,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20500,4189103,4189510,408,1,0.152,0.06,0.046,0.029,0.19,0.069,0.066,0.043
R7A2020_20505,NE,NE,NE,NE,NA,NA,Pr6Pr family membrane protein,NA,NA,NA,C,"COG2141 Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase and related flavin-dependent oxidoreductases",R7A2020_20505,4189513,4190154,642,1,0.174,0.075,0.068,0.048,0.209,0.079,0.077,0.071
R7A2020_20510,NE,NE,NE,NE,NA,NA,DUF1127 domain-containing protein,NA,NA,NA,S,Domain of unknown function (DUF1127),R7A2020_20510,4190164,4190415,252,-1,0.112,0.033,0.037,0.056,0.098,0.033,0.033,0.051
R7A2020_20515,NE,NE,NE,NE,NA,NA,PLP-dependent aminotransferase family protein,NA,NA,NA,K,COG1167 Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs,R7A2020_20515,4190509,4191921,1413,1,0.1,0.047,0.024,0.017,0.118,0.054,0.032,0.024
R7A2020_20520,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20520,4191937,4192101,165,-1,0.121,0.057,0.057,0.043,0.128,0.05,0.057,0.043
R7A2020_20525,NE,NE,NE,GR-ES,NA,F,phosphoribosylformylglycinamidine synthase subunit PurL,K23269,phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3],purL,F,Part of the phosphoribosylformylglycinamidine synthase complex involved in the purines biosynthetic pathway. Catalyzes the ATP-dependent conversion of formylglycinamide ribonucleotide (FGAR) and glutamine to yield formylglycinamidine ribonucleotide (FGAM) and glutamate. The FGAM synthase complex is composed of three subunits. PurQ produces an ammonia molecule by converting glutamine to glutamate. PurL transfers the ammonia molecule to FGAR to form FGAM in an ATP-dependent manner. PurS interacts with PurQ and PurL and is thought to assist in the transfer of the ammonia molecule from PurQ to PurL,purL,4192358,4194589,2232,1,0.131,0.056,0.058,0.001,0.134,0.063,0.052,0.001
R7A2020_20530,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20530,4194586,4195110,525,1,0.116,0.034,0.04,0.025,0.105,0.034,0.043,0.027
R7A2020_20535,NE,NE,NE,GR-GD,NA,K,BolA family transcriptional regulator,NA,NA,MA20_09125,T,Belongs to the BolA IbaG family,R7A2020_20535,4195233,4195466,234,1,0.075,0.04,0.025,0.005,0.11,0.04,0.025,0.025
R7A2020_20540,CORE-ES,CORE-ES,CORE-ES,CORE-ES,NA,O,Grx4 family monothiol glutaredoxin,K07390,monothiol glutaredoxin,grlA,O,Belongs to the glutaredoxin family. Monothiol subfamily,grxD,4195619,4195954,336,1,0.021,0.003,0.007,0,0.045,0.014,0.014,0.003
R7A2020_20545,NE,NE,NE,NE,NA,NA,multidrug effflux MFS transporter,K07552,"MFS transporter, DHA1 family, multidrug resistance protein",MA20_32310,EGP,Major facilitator Superfamily,R7A2020_20545,4196143,4197366,1224,1,0.096,0.037,0.027,0.021,0.116,0.039,0.034,0.033
R7A2020_20550,NE,NE,NE,NE,NA,NA,TonB C-terminal domain-containing protein,NA,NA,NA,NA,NA,R7A2020_20550,4197377,4197784,408,-1,0.121,0.055,0.04,0.023,0.109,0.055,0.04,0.032
R7A2020_20555,NE,NE,NE,NE,NA,NA,inositol monophosphatase,NA,NA,suhB2,G,Inositol monophosphatase,R7A2020_20555,4197861,4198688,828,-1,0.177,0.082,0.058,0.037,0.167,0.071,0.06,0.047
R7A2020_20560,NE,NE,NE,NE,NA,NA,tRNA 2-thiocytidine(32) synthetase TtcA,K14058,tRNA 2-thiocytidine biosynthesis protein TtcA,ttcA,J,"Catalyzes the ATP-dependent 2-thiolation of cytidine in position 32 of tRNA, to form 2-thiocytidine (s(2)C32). The sulfur atoms are provided by the cysteine cysteine desulfurase (IscS) system",ttcA,4198678,4199565,888,-1,0.136,0.054,0.044,0.036,0.157,0.073,0.042,0.038
R7A2020_20565,CORE-ES,CORE-ES,CORE-ES,CORE-ES,NA,J,30S ribosomal protein S4,K02986,small subunit ribosomal protein S4,rpsD,J,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit",rpsD,4199699,4200316,618,-1,0,0,0,0,0,0,0,0
R7A2020_20570,NE,NE,NE,NE,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_20570,4200688,4200885,198,1,0.135,0.059,0.059,0.024,0.153,0.071,0.035,0.035
R7A2020_20575,NE,NE,TY-ES,NS-GR-ES,NA,DUFF,DUF3008 family protein,NA,NA,NA,S,Protein of unknwon function (DUF3008),R7A2020_20575,4200981,4201169,189,-1,0.08,0.031,0.012,0.019,0.068,0.043,0.006,0
R7A2020_20580,NE,NE,NE,NE,NA,NA,VacB/RNase II family 3'-5' exoribonuclease,NA,NA,rnr,K,RNB,R7A2020_20580,4201333,4202715,1383,1,0.167,0.069,0.068,0.052,0.168,0.066,0.064,0.058
R7A2020_20585,NE,NE,NE,NE,NA,NA,glutamate racemase,K01776,glutamate racemase [EC:5.1.1.3],murI,M,Provides the (R)-glutamate required for cell wall biosynthesis,R7A2020_20585,4202798,4203586,789,-1,0.104,0.03,0.046,0.025,0.132,0.048,0.045,0.048
R7A2020_20590,NE,NE,NE,NE,NA,NA,RNA methyltransferase,K02533,tRNA/rRNA methyltransferase [EC:2.1.1.-],trmJ,J,Catalyzes the formation of 2'O-methylated cytidine (Cm32) or 2'O-methylated uridine (Um32) at position 32 in tRNA,R7A2020_20590,4203579,4204490,912,-1,0.112,0.044,0.045,0.023,0.159,0.064,0.045,0.054
