locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym
R7A2020_19205,NA,CinA family protein,K03743,nicotinamide-nucleotide amidase [EC:3.5.1.42],cinA,S,Belongs to the CinA family,R7A2020_19205,3957736,3958239,504,1,FALSE
R7A2020_19210,I,type II toxin-antitoxin system RatA family toxin,K18588,coenzyme Q-binding protein COQ10,MA20_29700,I,Oligoketide cyclase lipid transport protein,R7A2020_19210,3958242,3958697,456,-1,FALSE
R7A2020_19215,H,lipoyl synthase,K03644,lipoyl synthase [EC:2.8.1.8],lipA,H,"Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives",lipA,3958708,3959673,966,-1,FALSE
R7A2020_19220,S,GlsB/YeaQ/YmgE family stress response membrane protein,NA,NA,ydaS,S,Transglycosylase associated protein,R7A2020_19220,3959811,3960068,258,-1,FALSE
R7A2020_19225,C,dihydrolipoyl dehydrogenase,K00382,dihydrolipoamide dehydrogenase [EC:1.8.1.4],lpdA,C,Dehydrogenase,lpdA,3960168,3961613,1446,-1,FALSE
R7A2020_19230,NA,SGNH/GDSL hydrolase family protein,NA,NA,NA,E,GDSL-like Lipase/Acylhydrolase family,R7A2020_19230,3961630,3962265,636,-1,FALSE
R7A2020_19235,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_19235,3962262,3962678,417,-1,FALSE
R7A2020_19240,C,pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase,K00627,pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12],pdhC,C,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),R7A2020_19240,3962694,3964070,1377,-1,FALSE
R7A2020_19245,C,pyruvate dehydrogenase complex E1 component subunit beta,K00162,pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1],pdhB,C,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),R7A2020_19245,3964089,3965474,1386,-1,FALSE
R7A2020_19250,C,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,K00161,pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1],pdhA,C,The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2),pdhA,3965490,3966527,1038,-1,FALSE
R7A2020_19255,D,septum formation initiator family protein,NA,NA,MA20_41765,D,Septum formation initiator,R7A2020_19255,3966721,3967044,324,-1,FALSE
R7A2020_19260,NA,MarR family transcriptional regulator,NA,NA,NA,K,MarR family,R7A2020_19260,3967245,3967781,537,1,FALSE
R7A2020_19265,NA,gamma carbonic anhydrase family protein,NA,NA,NA,S,Bacterial transferase hexapeptide (six repeats),R7A2020_19265,3967778,3968374,597,1,FALSE
R7A2020_19270,G,phosphopyruvate hydratase,K01689,enolase [EC:4.2.1.11],eno,G,Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis,eno,3968546,3969820,1275,-1,FALSE
R7A2020_19275,NA,PRC-barrel domain containing protein,NA,NA,NA,S,PRC-barrel domain,R7A2020_19275,3970206,3970571,366,-1,FALSE
R7A2020_19280,NA,dodecin domain-containing protein,K09165,dodecin,NA,S,Dodecin,R7A2020_19280,3970655,3970858,204,-1,FALSE
R7A2020_19285,M,3-deoxy-8-phosphooctulonate synthase,K01627,2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55],kdsA,M,Belongs to the KdsA family,kdsA,3970944,3971804,861,-1,FALSE
R7A2020_19290,NA,VOC family protein,NA,NA,NA,E,Glyoxalase-like domain,R7A2020_19290,3971801,3972691,891,-1,FALSE
R7A2020_19295,NA,Dabb family protein,NA,NA,NA,S,Stress responsive,R7A2020_19295,3972785,3973075,291,-1,FALSE
R7A2020_19300,NA,class I SAM-dependent methyltransferase,K00574,cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],cfa,M,Cyclopropane-fatty-acyl-phospholipid synthase,R7A2020_19300,3973638,3974894,1257,1,FALSE
R7A2020_19305,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_19305,3975096,3975401,306,1,FALSE
R7A2020_19310,NA,bifunctional 2',K01119,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]",cpdB,F,Belongs to the 5'-nucleotidase family,R7A2020_19310,3975418,3977397,1980,-1,FALSE
R7A2020_19315,NA,NAD(P)/FAD-dependent oxidoreductase,K03885,NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2],ndh,C,Pyridine nucleotide-disulphide oxidoreductase,R7A2020_19315,3977548,3978813,1266,-1,FALSE
R7A2020_19320,NA,5-formyltetrahydrofolate cyclo-ligase,K01934,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],ygfA,H,5-formyltetrahydrofolate cyclo-ligase family,R7A2020_19320,3979033,3979626,594,1,FALSE
R7A2020_19325,NA,Lrp/AsnC family transcriptional regulator,K03719,"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",aldR,K,Transcriptional regulator,R7A2020_19325,3979659,3980132,474,-1,FALSE
R7A2020_19330,NA,alanine dehydrogenase,K00259,alanine dehydrogenase [EC:1.4.1.1],ald,E,Belongs to the AlaDH PNT family,ald,3980290,3981405,1116,1,FALSE
R7A2020_19335,NA,porin family protein,K16079,outer membrane immunogenic protein,hbpD,M,Outer membrane protein beta-barrel domain,R7A2020_19335,3981617,3982909,1293,1,FALSE
R7A2020_19340,NA,DUF1203 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF1203),R7A2020_19340,3983143,3983610,468,-1,FALSE
R7A2020_19345,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_19345,3983783,3984338,556,-1,FALSE
R7A2020_19350,NA,GNAT family N-acetyltransferase,NA,NA,NA,K,Acetyltransferase (GNAT) family,R7A2020_19350,3984437,3985000,564,-1,FALSE
R7A2020_19355,NA,3-mercaptopyruvate sulfurtransferase,K01011,thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2],sseA,P,Sulfurtransferase,sseA,3985006,3985887,882,-1,FALSE
R7A2020_19360,NA,alanyl-tRNA editing protein,K07050,misacylated tRNA(Ala) deacylase [EC:3.1.1.-],alaS2,S,Related to alanyl-tRNA synthetase HxxxH domain,R7A2020_19360,3985927,3986670,744,-1,FALSE
R7A2020_19365,NA,cysteine synthase A,K01738,cysteine synthase [EC:2.5.1.47],cysB,E,Cysteine synthase,R7A2020_19365,3986670,3987704,1035,-1,FALSE
R7A2020_19370,NA,SDR family oxidoreductase,NA,NA,NA,IQ,with different specificities (related to short-chain alcohol,R7A2020_19370,3987931,3988752,822,1,FALSE
R7A2020_19375,NA,alpha/beta hydrolase,NA,NA,NA,S,"Serine aminopeptidase, S33",R7A2020_19375,3988847,3989821,975,1,FALSE
R7A2020_19380,NA,DEAD/DEAH box helicase,K11927,ATP-dependent RNA helicase RhlE [EC:3.6.4.13],rhlE,L,DEAD DEAH box helicase,R7A2020_19380,3989929,3991350,1422,-1,FALSE
R7A2020_19385,NA,acyl-CoA carboxylase subunit beta,K01966,propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15],pccB,I,"Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)",R7A2020_19385,3991743,3993275,1533,1,FALSE
R7A2020_19390,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_19390,3993316,3995316,2001,-1,FALSE
R7A2020_19395,NA,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,K23997,ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6],nnrD,G,"Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration",R7A2020_19395,3995313,3996851,1539,-1,FALSE
R7A2020_19400,K,P-II family nitrogen regulator,K04751,nitrogen regulatory protein P-II 1,glnB,K,nitrogen regulatory protein P-II,R7A2020_19400,3997208,3997546,339,1,FALSE
R7A2020_19405,NA,type I glutamate--ammonia ligase,K01915,glutamine synthetase [EC:6.3.1.2],glnA,E,glutamine synthetase,glnA,3997608,3999017,1410,1,FALSE
R7A2020_19410,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_19410,3999712,3999876,165,1,FALSE
R7A2020_19415,NA,glutamine synthetase,K01915,glutamine synthetase [EC:6.3.1.2],glnII,E,glutamine synthetase,R7A2020_19415,3999996,4001036,1041,-1,FALSE
R7A2020_19420,DUFF,DUF2735 domain-containing protein,NA,NA,NA,NA,NA,R7A2020_19420,4001353,4001544,192,1,FALSE
R7A2020_19425,NA,MHS family MFS transporter,NA,NA,mtbA,EGP,transporter,R7A2020_19425,4001624,4003513,1890,-1,FALSE
R7A2020_19430,O,ATPase,K07556,ATP synthase mitochondrial F1 complex assembly factor 2,NA,O,required for the assembly of the mitochondrial F1-ATPase,R7A2020_19430,4003697,4004488,792,-1,FALSE
R7A2020_19435,NA,DMT family transporter,NA,NA,NA,EG,COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,R7A2020_19435,4004501,4005373,873,-1,FALSE
R7A2020_19440,NA,RluA family pseudouridine synthase,K06179,23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24],rluC,J,Responsible for synthesis of pseudouridine from uracil,R7A2020_19440,4005421,4006401,981,-1,FALSE
R7A2020_19445,D,fluoride efflux transporter CrcB,K06199,fluoride exporter,crcB,D,"Important for reducing fluoride concentration in the cell, thus reducing its toxicity",crcB,4006463,4006837,375,-1,FALSE
R7A2020_19450,NA,hypothetical protein,NA,NA,NA,S,"Psort location CytoplasmicMembrane, score",R7A2020_19450,4006885,4008540,1656,-1,FALSE
R7A2020_19455,NA,aspartyl/asparaginyl beta-hydroxylase domain-containing protein,NA,NA,NA,O,Aspartyl asparaginyl beta-hydroxylase,R7A2020_19455,4008789,4009619,831,-1,FALSE
R7A2020_19460,NA,DUF930 domain-containing protein,NA,NA,NA,S,Domain of Unknown Function (DUF930),R7A2020_19460,4009778,4010161,384,-1,FALSE
R7A2020_19465,NA,replication-associated recombination protein A,K07478,putative ATPase,rarA,L,related to the helicase subunit of the Holliday junction resolvase,R7A2020_19465,4010458,4011765,1308,-1,FALSE
R7A2020_19470,NA,DegQ family serine endoprotease,K04771,serine protease Do [EC:3.4.21.107],degS,M,Belongs to the peptidase S1C family,R7A2020_19470,4011808,4013301,1494,-1,FALSE
R7A2020_19475,J,50S ribosomal protein L17,K02879,large subunit ribosomal protein L17,rplQ,J,Ribosomal protein L17,rplQ,4013483,4013914,432,-1,FALSE
R7A2020_19480,K,DNA-directed RNA polymerase subunit alpha,K03040,DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6],rpoA,K,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,R7A2020_19480,4014019,4015029,1011,-1,FALSE
R7A2020_19485,J,30S ribosomal protein S11,K02948,small subunit ribosomal protein S11,rpsK,J,"Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome",rpsK,4015134,4015523,390,-1,FALSE
R7A2020_19490,J,30S ribosomal protein S13,K02952,small subunit ribosomal protein S13,rpsM,J,"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits",rpsM,4015643,4016011,369,-1,FALSE
R7A2020_19495,F,adenylate kinase,K00939,adenylate kinase [EC:2.7.4.3],adk,F,Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism,R7A2020_19495,4016230,4016826,597,-1,FALSE
R7A2020_19500,U,preprotein translocase subunit SecY,K03076,preprotein translocase subunit SecY,secY,U,"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently",secY,4016823,4018163,1341,-1,FALSE
R7A2020_19505,J,50S ribosomal protein L15,K02876,large subunit ribosomal protein L15,rplO,J,Binds to the 23S rRNA,R7A2020_19505,4018358,4018831,474,-1,FALSE
R7A2020_19510,J,50S ribosomal protein L30,K02907,large subunit ribosomal protein L30,rpmD,J,Ribosomal protein L30,rpmD,4018854,4019051,198,-1,FALSE
R7A2020_19515,J,30S ribosomal protein S5,K02988,small subunit ribosomal protein S5,rpsE,J,Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body,rpsE,4019076,4019639,564,-1,FALSE
R7A2020_19520,J,50S ribosomal protein L18,K02881,large subunit ribosomal protein L18,rplR,J,"This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance",rplR,4019721,4020080,360,-1,FALSE
R7A2020_19525,J,50S ribosomal protein L6,K02933,large subunit ribosomal protein L6,rplF,J,"This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center",rplF,4020215,4020748,534,-1,FALSE
R7A2020_19530,J,30S ribosomal protein S8,K02994,small subunit ribosomal protein S8,rpsH,J,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit",rpsH,4020837,4021235,399,-1,FALSE
R7A2020_19535,J,30S ribosomal protein S14,K02954,small subunit ribosomal protein S14,rpsN,J,"Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site",rpsN,4021248,4021553,306,-1,FALSE
R7A2020_19540,J,50S ribosomal protein L5,K02931,large subunit ribosomal protein L5,rplE,J,"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits",rplE,4021581,4022159,579,-1,FALSE
R7A2020_19545,J,50S ribosomal protein L24,K02895,large subunit ribosomal protein L24,rplX,J,One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit,rplX,4022152,4022466,315,-1,FALSE
R7A2020_19550,J,50S ribosomal protein L14,K02874,large subunit ribosomal protein L14,rplN,J,Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome,rplN,4022479,4022847,369,-1,FALSE
R7A2020_19555,J,30S ribosomal protein S17,K02961,small subunit ribosomal protein S17,rpsQ,J,"One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA",rpsQ,4022932,4023171,240,-1,FALSE
R7A2020_19560,J,50S ribosomal protein L29,K02904,large subunit ribosomal protein L29,rpmC,J,Belongs to the universal ribosomal protein uL29 family,rpmC,4023183,4023383,201,-1,FALSE
R7A2020_19565,J,50S ribosomal protein L16,K02878,large subunit ribosomal protein L16,rplP,J,Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs,rplP,4023397,4023810,414,-1,FALSE
R7A2020_19570,J,30S ribosomal protein S3,K02982,small subunit ribosomal protein S3,rpsC,J,"Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation",rpsC,4023838,4024563,726,-1,FALSE
R7A2020_19575,J,50S ribosomal protein L22,K02890,large subunit ribosomal protein L22,rplV,J,"The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome",rplV,4024563,4024952,390,-1,FALSE
R7A2020_19580,J,30S ribosomal protein S19,K02965,small subunit ribosomal protein S19,rpsS,J,Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA,rpsS,4024955,4025233,279,-1,FALSE
R7A2020_19585,J,50S ribosomal protein L2,K02886,large subunit ribosomal protein L2,rplB,J,"One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity",rplB,4025250,4026083,834,-1,FALSE
R7A2020_19590,J,50S ribosomal protein L23,K02892,large subunit ribosomal protein L23,rplW,J,One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome,R7A2020_19590,4026106,4026399,294,-1,FALSE
R7A2020_19595,J,50S ribosomal protein L4,K02926,large subunit ribosomal protein L4,rplD,J,Forms part of the polypeptide exit tunnel,rplD,4026396,4027016,621,-1,FALSE
R7A2020_19600,J,50S ribosomal protein L3,K02906,large subunit ribosomal protein L3,rplC,J,"One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit",rplC,4027016,4027729,714,-1,FALSE
R7A2020_19605,J,30S ribosomal protein S10,K02946,small subunit ribosomal protein S10,rpsJ,J,Involved in the binding of tRNA to the ribosomes,rpsJ,4027791,4028099,309,-1,FALSE
R7A2020_19610,NA,elongation factor Tu,K02358,elongation factor Tu,tuf,J,GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis,tuf,4028169,4029344,1176,-1,FALSE
R7A2020_19615,J,elongation factor G,K02355,elongation factor G,fusA,J,"Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome",fusA,4029412,4031502,2091,-1,FALSE
R7A2020_19620,J,30S ribosomal protein S7,K02992,small subunit ribosomal protein S7,rpsG,J,"One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA",rpsG,4031531,4032001,471,-1,FALSE
R7A2020_19625,J,30S ribosomal protein S12,K02950,small subunit ribosomal protein S12,rpsL,J,"Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit",R7A2020_19625,4032062,4032433,372,-1,FALSE
R7A2020_19630,NA,transcriptional regulator,NA,NA,NA,NA,NA,R7A2020_19630,4032906,4033187,282,1,FALSE
R7A2020_19635,NA,Gfo/Idh/MocA family oxidoreductase,K00035,D-galactose 1-dehydrogenase [EC:1.1.1.48],gal,S,"Oxidoreductase family, NAD-binding Rossmann fold",R7A2020_19635,4033299,4034234,936,1,FALSE
R7A2020_19640,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_19640,4034324,4034629,306,-1,FALSE
R7A2020_19645,NA,O-methyltransferase,K00588,caffeoyl-CoA O-methyltransferase [EC:2.1.1.104],mdmC,S,o-methyltransferase,R7A2020_19645,4034668,4035333,666,-1,FALSE
