# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* R7A2020_20275       K03975   63.03  137.7   1.7e-40 membrane-associated protein
* R7A2020_20290       K06153   41.60  282.6   1.5e-84 undecaprenyl-diphosphatase [EC:3.6.1.27]
* R7A2020_20335       K18013  112.57  291.2   3.7e-87 3-keto-5-aminohexanoate cleavage enzyme [EC:2.3.1.247]
* R7A2020_20345       K00657   78.53   80.4   5.6e-23 diamine N-acetyltransferase [EC:2.3.1.57]
* R7A2020_20375       K09983   41.53  236.1   1.7e-70 uncharacterized protein
* R7A2020_20390       K07141  104.07  346.0  1.2e-103 molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
* R7A2020_20395       K07402   71.37  205.9   4.6e-61 xanthine dehydrogenase accessory factor
* R7A2020_20400       K07402   71.37  115.5   1.3e-33 xanthine dehydrogenase accessory factor
* R7A2020_20405       K07161  142.70  441.6  1.2e-132 uncharacterized protein
* R7A2020_20415       K13786  207.03  235.8   4.9e-71 cob(II)yrinic acid a,c-diamide reductase [EC:1.16.8.-]
* R7A2020_20425       K01266   37.00   91.7   1.6e-26 D-aminopeptidase [EC:3.4.11.19]
* R7A2020_20445       K01756  284.17  490.9  3.2e-147 adenylosuccinate lyase [EC:4.3.2.2]
* R7A2020_20450       K07104   86.60  301.0   3.8e-90 catechol 2,3-dioxygenase [EC:1.13.11.2]
* R7A2020_20455       K07002   64.13  221.7   4.3e-66 uncharacterized protein
* R7A2020_20465       K02510  128.77  239.2     3e-71 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]
* R7A2020_20475       K01923  160.73  230.8   1.1e-68 phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]
* R7A2020_20480       K23264   35.07  112.2   6.1e-33 phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]
* R7A2020_20490       K23265  222.07  330.8   3.7e-99 phosphoribosylformylglycinamidine synthase subunit PurQ / glutaminase [EC:6.3.5.3 3.5.1.2]
* R7A2020_20495       K00799   63.00   86.8   6.8e-25 glutathione S-transferase [EC:2.5.1.18]
* R7A2020_20525       K23269  728.53 1100.2         0 phosphoribosylformylglycinamidine synthase subunit PurL [EC:6.3.5.3]
* R7A2020_20540       K07390   78.20  197.5   1.1e-58 monothiol glutaredoxin
* R7A2020_20545       K07552  312.93  394.7  2.1e-118 MFS transporter, DHA1 family, multidrug resistance protein
* R7A2020_20560       K14058  178.80  453.8  1.8e-136 tRNA 2-thiocytidine biosynthesis protein TtcA
* R7A2020_20565       K02986   73.93  256.9   1.2e-76 small subunit ribosomal protein S4
* R7A2020_20585       K01776   78.60  263.2   1.1e-78 glutamate racemase [EC:5.1.1.3]
* R7A2020_20590       K02533  181.73  331.9   1.8e-99 tRNA/rRNA methyltransferase [EC:2.1.1.-]
* R7A2020_20600       K00031  210.47  602.4  3.4e-181 isocitrate dehydrogenase [EC:1.1.1.42]
* R7A2020_20605       K00799   63.00  107.3   4.1e-31 glutathione S-transferase [EC:2.5.1.18]
* R7A2020_20620       K01872  201.43 1106.4         0 alanyl-tRNA synthetase [EC:6.1.1.7]
* R7A2020_20625       K03553  205.53  696.6  1.8e-209 recombination protein RecA
* R7A2020_20630       K16328  228.23  254.4   4.5e-76 pseudouridine kinase [EC:2.7.1.83]
* R7A2020_20635       K16329  407.17  475.6  4.6e-143 pseudouridylate synthase [EC:4.2.1.70]
* R7A2020_20640       K07343   41.03  139.5   4.9e-41 DNA transformation protein and related proteins
* R7A2020_20650       K13628  138.90  143.9   1.6e-42 iron-sulfur cluster assembly protein
* R7A2020_20660       K11717  554.43  711.2  5.7e-214 cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]
* R7A2020_20665       K09015  281.50  409.8  7.1e-123 Fe-S cluster assembly protein SufD
* R7A2020_20670       K09013  160.30  409.7  2.6e-123 Fe-S cluster assembly ATP-binding protein
* R7A2020_20680       K09014  398.27  783.5  6.4e-236 Fe-S cluster assembly protein SufB
* R7A2020_20685       K04487  290.60  375.7  1.3e-112 cysteine desulfurase [EC:2.8.1.7]
* R7A2020_20690       K07018  105.10  282.1   1.8e-84 uncharacterized protein
* R7A2020_20695       K07734  101.70  296.4   8.3e-89 transcriptional regulator
* R7A2020_20705       K07264  122.80  199.2   3.9e-59 4-amino-4-deoxy-L-arabinose transferase [EC:2.4.2.43]
* R7A2020_20720       K01866   91.97  372.0  2.2e-111 tyrosyl-tRNA synthetase [EC:6.1.1.1]
* R7A2020_20730       K03564  158.90  222.8   2.5e-66 thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]
* R7A2020_20755       K05799  149.57  202.9   4.5e-60 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
* R7A2020_20760       K07032   79.13   93.4   5.7e-27 uncharacterized protein
* R7A2020_20765       K02051  108.47  172.0   9.7e-51 NitT/TauT family transport system substrate-binding protein
* R7A2020_20770       K02049  333.83  335.9  1.3e-100 NitT/TauT family transport system ATP-binding protein
* R7A2020_20775       K02050  136.63  196.9   1.7e-58 NitT/TauT family transport system permease protein
* R7A2020_20780       K15783  391.93  550.3    7e-166 ectoine hydrolase [EC:3.5.4.44]
* R7A2020_20810       K01507   18.10   85.0   2.1e-24 inorganic pyrophosphatase [EC:3.6.1.1]
* R7A2020_20860       K07154   36.93  288.8   3.4e-86 serine/threonine-protein kinase HipA [EC:2.7.11.1]
* R7A2020_20865       K06400  148.50  194.7   1.2e-57 site-specific DNA recombinase
* R7A2020_20885       K14060  125.90  150.5   1.8e-44 putative DNA-invertase from lambdoid prophage Rac
* R7A2020_20895       K07492   63.07   72.8   9.9e-21 putative transposase
* R7A2020_20900       K07486   29.47  228.1   9.9e-68 transposase
* R7A2020_20925       K06871  181.60  202.7   3.8e-60 uncharacterized protein
* R7A2020_20930       K07451   35.67   55.7   1.7e-15 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]
* R7A2020_21015       K00852  231.83  349.8  8.8e-105 ribokinase [EC:2.7.1.15]
* R7A2020_21020       K02431   56.53  166.3   3.3e-49 L-fucose mutarotase [EC:5.1.3.29]
* R7A2020_21025       K10112  535.50  563.1  2.2e-169 multiple sugar transport system ATP-binding protein
* R7A2020_21035       K02025  267.83  268.1   4.1e-80 multiple sugar transport system permease protein
* R7A2020_21050       K01470   69.17  101.2   2.5e-29 creatinine amidohydrolase [EC:3.5.2.10]
* R7A2020_21055       K08094  103.93  186.8   1.7e-55 6-phospho-3-hexuloisomerase [EC:5.3.1.27]
* R7A2020_21060       K00064  264.43  449.2  4.5e-135 D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]
* R7A2020_21070       K03530  112.50  137.9   1.4e-40 DNA-binding protein HU-beta
* R7A2020_21075       K01338  855.10 1093.6         0 ATP-dependent Lon protease [EC:3.4.21.53]
* R7A2020_21080       K03544  163.60  679.6  1.6e-204 ATP-dependent Clp protease ATP-binding subunit ClpX
* R7A2020_21085       K01358   51.97  323.5   5.2e-97 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
* R7A2020_21110       K06995   49.23  114.8   1.2e-33 uncharacterized protein
* R7A2020_21115       K01740  402.77  762.1  1.8e-229 O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
* R7A2020_21120       K06929   72.13  223.2     1e-66 uncharacterized protein
* R7A2020_21130       K07032   79.13  160.4   1.9e-47 uncharacterized protein
* R7A2020_21145       K02871   75.50  253.2   1.4e-75 large subunit ribosomal protein L13
* R7A2020_21150       K02996  108.07  222.9   2.4e-66 small subunit ribosomal protein S9
* R7A2020_21160       K16568  108.80  130.4   3.1e-38 exopolysaccharide production protein ExoZ
* R7A2020_21165       K01480  191.47  340.5  4.2e-102 agmatinase [EC:3.5.3.11]
* R7A2020_21170       K00145  173.97  254.2   7.2e-76 N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]
* R7A2020_21175       K04343   69.53  253.4   1.6e-75 streptomycin 6-kinase [EC:2.7.1.72]
* R7A2020_21180       K02259   61.60  327.4   6.5e-98 cytochrome c oxidase assembly protein subunit 15
* R7A2020_21205       K02052  491.23  493.0  6.6e-148 putative spermidine/putrescine transport system ATP-binding protein
* R7A2020_21225       K16841   76.03  330.4   4.6e-99 allantoin racemase [EC:5.1.99.3]
* R7A2020_21240       K01991   73.00  159.0   6.1e-47 polysaccharide biosynthesis/export protein
* R7A2020_21250       K03606  424.97  482.1  1.2e-144 putative colanic acid biosysnthesis UDP-glucose lipid carrier transferase
* R7A2020_21250       K20997  417.20  443.6    4e-133 polysaccharide biosynthesis protein PslA
* R7A2020_21295       K04764  114.50  162.6   1.3e-48 integration host factor subunit alpha
* R7A2020_21300       K00648  228.53  431.3  1.5e-129 3-oxoacyl-[acyl-carrier-protein] synthase III [EC:2.3.1.180]
* R7A2020_21305       K03621  103.30  453.8  2.7e-136 phosphate acyltransferase [EC:2.3.1.274]
* R7A2020_21315       K17662   34.57  149.4   5.3e-44 cytochrome b pre-mRNA-processing protein 3
* R7A2020_21325       K15987  879.87  972.7  4.5e-293 K(+)-stimulated pyrophosphate-energized sodium pump
* R7A2020_21330       K05846  179.43  217.7   1.4e-64 osmoprotectant transport system permease protein
* R7A2020_21335       K05847  361.07  477.2    4e-143 osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]
* R7A2020_21340       K05846  179.43  318.0   6.7e-95 osmoprotectant transport system permease protein
* R7A2020_21345       K05845   68.17  318.1   2.3e-95 osmoprotectant transport system substrate-binding protein
* R7A2020_21355       K03625   92.63  144.8   1.4e-42 transcription antitermination protein NusB
* R7A2020_21360       K00794   51.77  174.9   7.5e-52 6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]
* R7A2020_21365       K00793   64.77  282.0   2.4e-84 riboflavin synthase [EC:2.5.1.9]
* R7A2020_21370       K11752  192.60  399.1    1e-119 diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]
* R7A2020_21375       K07738   42.40  237.7   4.9e-71 transcriptional repressor NrdR
* R7A2020_21390       K00600  100.10  702.2  2.9e-211 glycine hydroxymethyltransferase [EC:2.1.2.1]
* R7A2020_21395       K24163  353.20  565.3  6.5e-170 monovalent cation/hydrogen antiporter
* R7A2020_21400       K21470   54.17  430.6  4.9e-129 L,D-transpeptidase YcbB
* R7A2020_21425       K01692  227.87  248.6   5.1e-74 enoyl-CoA hydratase [EC:4.2.1.17]
* R7A2020_21430       K09938   87.97  203.3     2e-60 uncharacterized protein
* R7A2020_21435       K01698  115.03  523.7  1.9e-157 porphobilinogen synthase [EC:4.2.1.24]
* R7A2020_21445       K22468  304.33  474.0  2.3e-142 polyphosphate kinase [EC:2.7.4.1]
* R7A2020_21450       K23107  332.47  363.6  4.4e-109 1-deoxyxylulose-5-phosphate synthase [EC:1.1.-.-]
* R7A2020_21475       K08161  306.60  461.8  7.2e-139 MFS transporter, DHA1 family, multidrug resistance protein
* R7A2020_21500       K06999   94.83  128.4   1.2e-37 phospholipase/carboxylesterase
* R7A2020_21515       K03306  392.03  450.9  1.8e-135 inorganic phosphate transporter, PiT family
* R7A2020_21520       K07220   56.20  193.0   2.9e-57 uncharacterized protein
* R7A2020_21530       K00322  409.83  601.2  5.2e-181 NAD(P) transhydrogenase [EC:1.6.1.1]
* R7A2020_21540       K21420  156.17  315.2   2.2e-94 leucyl-tRNA---protein transferase [EC:2.3.2.29]
* R7A2020_21555       K02621  878.33  993.6  3.6e-299 topoisomerase IV subunit A [EC:5.6.2.2]
* R7A2020_21565       K01876  326.00  836.5  8.9e-252 aspartyl-tRNA synthetase [EC:6.1.1.12]
* R7A2020_21580       K03684  189.17  387.0  5.1e-116 ribonuclease D [EC:3.1.13.5]
* R7A2020_21585       K16568  108.80  128.0   1.7e-37 exopolysaccharide production protein ExoZ
* R7A2020_21600       K00088  276.83  645.6  3.3e-194 IMP dehydrogenase [EC:1.1.1.205]
* R7A2020_21615       K02427  262.37  333.7  3.6e-100 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]
* R7A2020_21620       K01524  158.83  428.3  1.6e-128 exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]
* R7A2020_21625       K07027   92.27  102.4     9e-30 glycosyltransferase 2 family protein
* R7A2020_21670       K03924  113.50  408.5  1.2e-122 MoxR-like ATPase [EC:3.6.3.-]
* R7A2020_21680       K06384   44.17   56.6   8.8e-16 stage II sporulation protein M
* R7A2020_21690       K09988   89.00  269.1   9.1e-81 D-lyxose ketol-isomerase [EC:5.3.1.15]
* R7A2020_21700       K02195  100.40  357.2  3.7e-107 heme exporter protein C
* R7A2020_21710       K13688 1872.70 3690.7         0 cyclic beta-1,2-glucan synthetase [EC:2.4.1.-]
* R7A2020_21715       K09975   46.17  216.5   1.4e-64 uncharacterized protein
* R7A2020_21720       K01712  307.37  932.6  4.8e-281 urocanate hydratase [EC:4.2.1.49]
* R7A2020_21725       K01458   89.20  356.2  8.8e-107 N-formylglutamate deformylase [EC:3.5.1.68]
* R7A2020_21730       K01745  423.07  764.6  3.3e-230 histidine ammonia-lyase [EC:4.3.1.3]
* R7A2020_21735       K01468  399.97  682.1  3.8e-205 imidazolonepropionase [EC:3.5.2.7]
* R7A2020_21740       K05603  352.30  744.2    7e-224 formimidoylglutamate deiminase [EC:3.5.3.13]
* R7A2020_21745       K05836  198.53  302.0   1.1e-90 GntR family transcriptional regulator, histidine utilization repressor
* R7A2020_21750       K09022   77.73   84.5   3.4e-24 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* R7A2020_21755       K02074  288.03  357.2  3.2e-107 zinc/manganese transport system ATP-binding protein
* R7A2020_21760       K02075  273.73  323.8   3.7e-97 zinc/manganese transport system permease protein
* R7A2020_21765       K02077  253.87  316.1   1.4e-94 zinc/manganese transport system substrate-binding protein
* R7A2020_21775       K03719  132.03  193.1     2e-57 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* R7A2020_21780       K00457   90.50  322.6   1.9e-96 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
* R7A2020_21790       K16171  205.13  534.3  4.6e-161 fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]
* R7A2020_21795       K00784   74.83  128.9   7.2e-38 ribonuclease Z [EC:3.1.26.11]
* R7A2020_21800       K00451   65.97  720.4  1.1e-216 homogentisate 1,2-dioxygenase [EC:1.13.11.5]
* R7A2020_21810       K00060  331.97  552.9  7.2e-167 threonine 3-dehydrogenase [EC:1.1.1.103]
* R7A2020_21815       K00639  501.50  703.5    1e-211 glycine C-acetyltransferase [EC:2.3.1.29]
* R7A2020_21820       K21023  318.10  535.7  8.7e-161 diguanylate cyclase [EC:2.7.7.65]
* R7A2020_21840       K22551  968.80 1178.8         0 N-methyl-L-proline demethylase [EC:1.5.3.-]
* R7A2020_21845       K09457  107.23  217.1   5.3e-65 7-cyano-7-deazaguanine reductase [EC:1.7.1.13]
* R7A2020_21870       K02035  240.93  290.7   8.2e-87 peptide/nickel transport system substrate-binding protein
* R7A2020_21875       K14083   91.47  494.9  1.4e-148 trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]
* R7A2020_21880       K03566  200.83  295.4   2.2e-88 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* R7A2020_21885       K03572  417.40  692.9  1.3e-208 DNA mismatch repair protein MutL
* R7A2020_21900       K03566  200.83  275.1   3.4e-82 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* R7A2020_21915       K00912  103.57  312.7   1.6e-93 tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]
* R7A2020_21920       K02527   71.83  481.9  8.6e-145 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]
* R7A2020_21925       K09778  182.23  213.4   8.4e-64 Kdo2-lipid IVA 3' secondary acyltransferase [EC:2.3.1.-]
* R7A2020_21940       K03592  296.63  560.2  2.3e-168 PmbA protein
* R7A2020_21945       K06991   78.77  206.7   6.3e-62 uncharacterized protein
* R7A2020_21950       K04568  304.40  401.0  1.5e-120 elongation factor P--(R)-beta-lysine ligase [EC:6.3.1.-]
* R7A2020_21955       K02356   91.00  219.0   1.6e-65 elongation factor P
* R7A2020_21960       K07454   73.07  160.6   2.3e-47 putative restriction endonuclease
* R7A2020_21970       K07001  106.07  197.0   1.8e-58 NTE family protein
* R7A2020_21975       K07263  241.37  264.6   7.8e-79 zinc protease [EC:3.4.24.-]
* R7A2020_21980       K07263  241.37  388.0    4e-116 zinc protease [EC:3.4.24.-]
* R7A2020_21985       K08316   85.47  209.6   2.3e-62 16S rRNA (guanine966-N2)-methyltransferase [EC:2.1.1.171]
* R7A2020_21990       K06178  258.70  370.6  5.6e-111 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]
* R7A2020_21995       K11991  174.37  224.2   1.2e-66 tRNA(adenine34) deaminase [EC:3.5.4.33]
* R7A2020_22005       K01870  468.20 1049.3         0 isoleucyl-tRNA synthetase [EC:6.1.1.5]
* R7A2020_22010       K07274   62.00  175.2   7.8e-52 MipA family protein
* R7A2020_22020       K01114  148.97  230.3   1.7e-68 phospholipase C [EC:3.1.4.3]
* R7A2020_22025       K21908   31.03   74.2     4e-21 membrane protein HdeD
* R7A2020_22030       K11753  133.60  393.0  5.5e-118 riboflavin kinase / FMN adenylyltransferase [EC:2.7.1.26 2.7.7.2]
* R7A2020_22070       K03446  344.60  613.5  9.3e-185 MFS transporter, DHA2 family, multidrug resistance protein
* R7A2020_22075       K03543  288.20  383.2  5.9e-115 membrane fusion protein, multidrug efflux system
* R7A2020_22080       K06075  118.10  145.5   8.5e-43 MarR family transcriptional regulator, transcriptional regulator for hemolysin
* R7A2020_22080       K23775  100.87  103.5   6.8e-30 MarR family transcriptional regulator, organic hydroperoxide resistance regulator
* R7A2020_22085       K02015   60.50  319.4   1.2e-95 iron complex transport system permease protein
* R7A2020_22090       K02016   97.10  170.2   2.2e-50 iron complex transport system substrate-binding protein
* R7A2020_22095       K02013  267.97  296.7   1.4e-88 iron complex transport system ATP-binding protein [EC:7.2.2.-]
* R7A2020_22110       K10439  188.77  215.0   7.8e-64 ribose transport system substrate-binding protein
* R7A2020_22120       K02056  516.00  581.5  6.9e-175 simple sugar transport system ATP-binding protein [EC:7.5.2.-]
* R7A2020_22120       K10822  138.23  143.3   2.7e-42 nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2]
* R7A2020_22125       K02529  266.77  334.5  4.3e-100 LacI family transcriptional regulator
* R7A2020_22130       K13653  193.37  260.1   1.3e-77 AraC family transcriptional regulator
* R7A2020_22165       K04078   24.03  159.4   3.2e-47 chaperonin GroES
* R7A2020_22170       K04077  150.20  930.7  1.7e-280 chaperonin GroEL
* R7A2020_22190       K18939  148.60  218.9     3e-65 TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor
* R7A2020_22190       K16137  116.90  129.3   1.1e-37 TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon
* R7A2020_22200       K04063   56.20  120.2   3.8e-35 lipoyl-dependent peroxiredoxin [EC:1.11.1.28]
