locus_tag,WT.INPUT,WT.RHIZO,WT.GIFU,WT.NFR5,WT.COL0,NS.INPUT,NS.RHIZO,NS.GIFU,NS.NFR5,NS.COL0,rhizo.state,GIFU.state,NFR5.state,COL0.state,ICE.state,invitro.state,TB.state,TY.state,GR.state,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,DESeq2.LRT,ICESym.DESeq2.LRT,ICESym,WT1.INPUT.norm,WT3.INPUT.norm,NS1.INPUT.norm,NS3.INPUT.nrom,WT1.NFR5.norm,WT3.NFR5.norm,NS1.NFR5.norm,NS3.NFR5.norm,WT1.GIFU.norm,WT3.GIFU.norm,NS1.GIFU.norm,NS3.GIFU.norm,WT1.COL0.norm,WT3.COL0.norm,NS1.COL0.norm,NS3.COL0.norm,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Chrom.cluster,ICESym.cluster
R7A2020_19300,0.038,0.073,0.044,0.026,0.031,0.044,0.087,0.048,0.033,0.034,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,class I SAM-dependent methyltransferase,K00574,cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],cfa,M,Cyclopropane-fatty-acyl-phospholipid synthase,R7A2020_19300,3973638,3974894,1257,1,TRUE,FALSE,FALSE,779.3,416.6,988.0,955.1,534.0,808.8,405.6,1189.3,1306.6,608.6,1310.0,2218.8,2073.3,510.5,2981.1,1685.2,1175.522,-1.811,0.658,15.716,0.028,0.277,NA,NA
R7A2020_19305,0.084,0.119,0.054,0.054,0.057,0.034,0.134,0.05,0.073,0.061,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_19305,3975096,3975401,306,1,TRUE,FALSE,FALSE,420.7,364.3,432.6,126.8,236.5,525.6,426.7,265.5,126.1,585.0,156.8,864.5,498.8,458.7,482.3,242.6,388.952,0.059,0.929,1.185,0.991,1.000,NA,NA
R7A2020_19310,0.051,0.106,0.051,0.053,0.051,0.058,0.121,0.062,0.062,0.045,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,bifunctional 2',K01119,"2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]",cpdB,F,Belongs to the 5'-nucleotidase family,R7A2020_19310,3975418,3977397,1980,-1,TRUE,FALSE,FALSE,2803.7,2214.9,2151.1,2442.8,3166.8,2387.7,3654.5,4120.1,2786.4,2591.3,2609.5,2490.4,3464.3,1953.3,2548.4,1739.8,2699.381,0.360,0.343,7.958,0.336,0.744,NA,NA
R7A2020_19315,0.074,0.157,0.09,0.074,0.07,0.069,0.161,0.095,0.071,0.071,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,NAD(P)/FAD-dependent oxidoreductase,K03885,NADH:ubiquinone reductase (H+-translocating) [EC:7.1.1.2],ndh,C,Pyridine nucleotide-disulphide oxidoreductase,R7A2020_19315,3977548,3978813,1266,-1,TRUE,FALSE,FALSE,2751.4,2818.7,2727.4,2084.2,3721.4,2320.2,3678.2,2168.7,1670.7,2546.9,3161.1,4604.9,2690.7,2500.0,2320.1,1689.5,2720.737,0.578,0.376,9.275,0.234,0.670,NA,NA
R7A2020_19320,0.055,0.117,0.051,0.047,0.051,0.065,0.117,0.047,0.051,0.043,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,5-formyltetrahydrofolate cyclo-ligase,K01934,5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2],ygfA,H,5-formyltetrahydrofolate cyclo-ligase family,R7A2020_19320,3979033,3979626,594,1,TRUE,FALSE,FALSE,576.0,405.5,580.3,717.3,803.1,635.9,730.9,708.6,1257.0,331.3,657.3,904.6,750.2,599.8,239.1,823.9,671.099,0.422,0.684,1.704,0.974,1.000,NA,NA
R7A2020_19325,0.027,0.069,0.03,0.035,0.032,0.04,0.089,0.042,0.04,0.045,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,Lrp/AsnC family transcriptional regulator,K03719,"Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",aldR,K,Transcriptional regulator,R7A2020_19325,3979659,3980132,474,-1,TRUE,FALSE,FALSE,453.2,23.1,283.6,314.0,233.0,218.6,151.4,416.4,523.8,74.7,457.6,145.3,333.6,67.9,677.1,89.0,279.501,-0.775,1.249,0.788,0.998,1.000,NA,NA
R7A2020_19330,0.032,0.072,0.042,0.033,0.029,0.048,0.089,0.049,0.046,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,alanine dehydrogenase,K00259,alanine dehydrogenase [EC:1.4.1.1],ald,E,Belongs to the AlaDH PNT family,ald,3980290,3981405,1116,1,TRUE,FALSE,FALSE,784.9,1043.5,1028.5,1381.4,696.5,1170.5,1767.3,1312.4,1090.5,650.0,1414.5,768.7,732.0,386.9,762.6,2049.8,1067.731,-0.606,0.570,8.641,0.279,0.710,NA,NA
R7A2020_19335,0.036,0.07,0.039,0.027,0.031,0.038,0.085,0.039,0.035,0.039,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,porin family protein,K16079,outer membrane immunogenic protein,hbpD,M,Outer membrane protein beta-barrel domain,R7A2020_19335,3981617,3982909,1293,1,TRUE,FALSE,FALSE,1096.9,754.7,867.8,873.0,1061.9,1065.2,1107.5,571.6,1717.8,1536.0,974.3,1206.8,259.5,1310.8,913.8,764.4,1006.711,0.328,0.605,4.726,0.693,0.927,NA,NA
R7A2020_19340,0.058,0.105,0.053,0.04,0.048,0.055,0.118,0.065,0.055,0.065,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DUF1203 domain-containing protein,NA,NA,NA,S,Protein of unknown function (DUF1203),R7A2020_19340,3983143,3983610,468,-1,TRUE,FALSE,FALSE,618.3,602.8,427.3,230.6,484.1,210.7,445.1,469.9,602.0,363.1,693.3,492.8,868.9,813.9,772.2,1324.2,590.333,-1.607,0.610,13.101,0.070,0.413,NA,NA
R7A2020_19345,0.036,0.084,0.038,0.038,0.03,0.049,0.061,0.03,0.038,0.027,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,pseudogene,NA,NA,NA,NA,NA,R7A2020_19345,3983783,3984338,556,-1,TRUE,FALSE,FALSE,413.6,281.8,491.4,549.4,903.7,93.4,445.1,555.6,273.3,68.0,303.1,389.6,767.5,867.6,248.0,79.7,421.553,1.593,0.917,10.005,0.188,0.618,NA,NA
R7A2020_19350,0.05,0.079,0.058,0.033,0.04,0.038,0.085,0.04,0.042,0.033,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,GNAT family N-acetyltransferase,NA,NA,NA,K,Acetyltransferase (GNAT) family,R7A2020_19350,3984437,3985000,564,-1,TRUE,FALSE,FALSE,645.2,331.1,205.2,304.3,123.0,615.1,487.3,619.8,607.9,409.0,793.2,192.7,305.2,734.3,609.6,201.7,449.784,-0.150,0.883,2.168,0.950,0.997,NA,NA
R7A2020_19355,0.063,0.093,0.059,0.039,0.043,0.071,0.12,0.051,0.056,0.057,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,3-mercaptopyruvate sulfurtransferase,K01011,thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2],sseA,P,Sulfurtransferase,sseA,3985006,3985887,882,-1,TRUE,FALSE,FALSE,793.4,847.3,1143.5,399.7,588.1,2411.6,1381.5,385.4,892.9,1509.4,757.2,781.4,430.9,1430.5,2147.4,1208.6,1071.102,-0.176,0.733,5.273,0.627,0.899,NA,NA
R7A2020_19360,0.033,0.068,0.032,0.036,0.03,0.043,0.084,0.033,0.041,0.027,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,alanyl-tRNA editing protein,K07050,misacylated tRNA(Ala) deacylase [EC:3.1.1.-],alaS2,S,Related to alanyl-tRNA synthetase HxxxH domain,R7A2020_19360,3985927,3986670,744,-1,TRUE,FALSE,FALSE,398.1,339.1,484.8,338.1,750.6,182.8,424.1,655.1,146.3,503.6,111.5,567.6,603.2,326.1,819.4,197.4,428.762,-0.136,0.932,1.171,0.992,1.000,NA,NA
R7A2020_19365,0.031,0.062,0.025,0.026,0.024,0.036,0.067,0.025,0.028,0.03,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,cysteine synthase A,K01738,cysteine synthase [EC:2.5.1.47],cysB,E,Cysteine synthase,R7A2020_19365,3986670,3987704,1035,-1,TRUE,FALSE,FALSE,648.0,337.1,465.2,437.1,553.7,956.9,310.8,566.3,638.2,448.1,382.1,1029.9,733.0,64.1,537.3,202.4,520.003,1.017,0.887,2.498,0.927,0.995,NA,NA
R7A2020_19370,0.036,0.077,0.043,0.034,0.033,0.044,0.084,0.043,0.044,0.036,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,SDR family oxidoreductase,NA,NA,NA,IQ,with different specificities (related to short-chain alcohol,R7A2020_19370,3987931,3988752,822,1,TRUE,FALSE,FALSE,753.9,632.0,683.5,519.2,808.2,1129.8,644.0,757.9,692.0,554.6,1922.0,760.3,370.1,925.9,681.3,528.2,773.947,0.666,0.585,7.508,0.378,0.775,NA,NA
R7A2020_19375,0.101,0.16,0.094,0.082,0.086,0.1,0.171,0.099,0.099,0.077,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,alpha/beta hydrolase,NA,NA,NA,S,"Serine aminopeptidase, S33",R7A2020_19375,3988847,3989821,975,1,TRUE,FALSE,FALSE,2414.0,3811.9,2358.9,2062.4,2250.2,5211.7,2317.8,3223.1,4194.8,5204.0,2333.1,1869.1,4736.7,2853.3,4414.3,3096.3,3276.906,-0.023,0.404,13.609,0.059,0.390,NA,NA
R7A2020_19380,0.051,0.088,0.045,0.046,0.04,0.05,0.075,0.032,0.034,0.048,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DEAD/DEAH box helicase,K11927,ATP-dependent RNA helicase RhlE [EC:3.6.4.13],rhlE,L,DEAD DEAH box helicase,R7A2020_19380,3989929,3991350,1422,-1,TRUE,FALSE,FALSE,1989.1,1920.0,1857.1,1452.6,1731.7,2863.7,1224.8,808.2,1685.8,1914.6,1558.5,1735.4,3964.1,2379.0,2045.8,1002.7,1886.889,0.579,0.429,17.107,0.017,0.208,NA,NA
R7A2020_19385,0.054,0.085,0.039,0.038,0.034,0.035,0.087,0.041,0.037,0.041,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,acyl-CoA carboxylase subunit beta,K01966,propionyl-CoA carboxylase beta chain [EC:6.4.1.3 2.1.3.15],pccB,I,"Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)",R7A2020_19385,3991743,3993275,1533,1,TRUE,FALSE,FALSE,1255.0,1518.5,1044.2,490.3,1433.4,2202.9,881.0,1041.5,1080.4,839.4,1251.9,1531.1,1040.2,2775.0,900.1,2260.1,1349.483,0.187,0.552,9.952,0.191,0.618,NA,NA
R7A2020_19390,0.06,0.104,0.057,0.053,0.042,0.049,0.109,0.056,0.059,0.048,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_19390,3993316,3995316,2001,-1,TRUE,FALSE,FALSE,2878.5,2936.4,2436.0,2704.8,3013.7,3222.4,5068.9,3308.7,2996.6,4274.4,3842.8,3807.8,3941.8,2740.7,2494.0,4182.9,3370.871,-0.113,0.336,5.789,0.565,0.876,NA,NA
R7A2020_19395,0.072,0.133,0.073,0.06,0.056,0.057,0.133,0.057,0.06,0.062,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase,K23997,ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase [EC:4.2.1.136 5.1.99.6],nnrD,G,"Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration",R7A2020_19395,3995313,3996851,1539,-1,TRUE,FALSE,FALSE,2076.6,2028.7,2183.8,2072.1,2846.9,3071.4,3059.2,2999.4,3677.7,2859.7,1486.5,2132.4,2423.1,2633.3,3595.5,3592.2,2675.679,-0.294,0.287,20.636,0.004,0.109,NA,NA
R7A2020_19400,0.007,0.014,0.007,0.007,0,0.01,0.007,0,0.003,0.003,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,K,P-II family nitrogen regulator,K04751,nitrogen regulatory protein P-II 1,glnB,K,nitrogen regulatory protein P-II,R7A2020_19400,3997208,3997546,339,1,FALSE,FALSE,FALSE,4.2,38.2,6.5,73.7,20.6,0.0,0.0,28.9,10.1,1.5,1.2,0.0,0.0,0.0,3.6,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19405,0.045,0.091,0.044,0.047,0.036,0.049,0.098,0.053,0.047,0.029,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,type I glutamate--ammonia ligase,K01915,glutamine synthetase [EC:6.3.1.2],glnA,E,glutamine synthetase,glnA,3997608,3999017,1410,1,TRUE,FALSE,FALSE,875.3,901.7,1627.1,1807.7,1551.1,1229.1,1756.8,1384.1,803.0,1874.7,2525.9,1403.7,1591.7,897.4,1074.0,1609.1,1434.613,0.037,0.484,6.617,0.470,0.830,NA,NA
R7A2020_19410,0.064,0.121,0.05,0.071,0.035,0.05,0.121,0.028,0.05,0.05,NE,NE,NE,NE,NA,NE,NE,TY-GD,GR-GD,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_19410,3999712,3999876,165,1,TRUE,FALSE,FALSE,111.5,190.2,23.5,97.8,158.2,286.2,36.9,145.6,50.4,39.2,263.6,40.0,366.0,343.6,11.4,62.4,139.351,2.576,1.257,11.291,0.126,NA,NA,NA
R7A2020_19415,0.045,0.077,0.038,0.025,0.045,0.055,0.086,0.044,0.037,0.04,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,glutamine synthetase,K01915,glutamine synthetase [EC:6.3.1.2],glnII,E,glutamine synthetase,R7A2020_19415,3999996,4001036,1041,-1,TRUE,FALSE,FALSE,854.1,637.0,1006.3,845.3,607.9,489.9,1322.2,276.2,1431.1,1240.9,1298.4,861.4,800.9,1067.5,1928.1,1814.4,1032.588,-1.783,0.583,12.472,0.086,0.458,NA,NA
R7A2020_19420,0.006,0.03,0.006,0.006,0.024,0,0.018,0.012,0,0.006,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,DUFF,DUF2735 domain-containing protein,NA,NA,NA,NA,NA,R7A2020_19420,4001353,4001544,192,1,FALSE,FALSE,FALSE,2.8,112.7,0.0,0.0,3.4,1.0,0.0,1.1,0.8,10.4,10.5,9.5,203.8,83.5,0.0,4.3,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19425,0.054,0.085,0.048,0.039,0.031,0.057,0.1,0.049,0.046,0.041,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,MHS family MFS transporter,NA,NA,mtbA,EGP,transporter,R7A2020_19425,4001624,4003513,1890,-1,TRUE,FALSE,FALSE,1895.9,1807.3,1972.1,2204.9,1596.7,2798.1,2532.5,2470.6,1532.8,2391.6,1905.7,3630.9,2964.5,608.8,1754.1,2104.4,2139.182,0.173,0.537,2.344,0.938,0.996,NA,NA
R7A2020_19430,0.004,0.007,0.001,0.004,0.006,0.001,0.009,0.006,0,0.003,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,O,ATPase,K07556,ATP synthase mitochondrial F1 complex assembly factor 2,NA,O,required for the assembly of the mitochondrial F1-ATPase,R7A2020_19430,4003697,4004488,792,-1,FALSE,FALSE,FALSE,4.2,79.5,36.6,73.7,358.6,0.0,1.3,1.1,5.9,1.5,67.4,35.8,25.3,112.6,0.6,10.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19435,0.052,0.121,0.063,0.063,0.051,0.063,0.102,0.044,0.046,0.052,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DMT family transporter,NA,NA,NA,EG,COG0697 Permeases of the drug metabolite transporter (DMT) superfamily,R7A2020_19435,4004501,4005373,873,-1,TRUE,FALSE,FALSE,799.0,1158.3,797.2,1061.4,1552.9,1716.0,1381.5,1052.2,875.3,2079.5,491.2,1336.3,895.2,1254.5,1519.3,813.2,1175.397,0.474,0.557,4.214,0.755,0.942,NA,NA
R7A2020_19440,0.034,0.047,0.02,0.025,0.012,0.041,0.055,0.02,0.026,0.031,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,RluA family pseudouridine synthase,K06179,23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24],rluC,J,Responsible for synthesis of pseudouridine from uracil,R7A2020_19440,4005421,4006401,981,-1,TRUE,FALSE,FALSE,725.6,548.4,1330.4,573.6,311.3,595.2,900.8,452.8,326.2,482.9,247.4,504.4,490.7,363.0,460.2,1078.0,589.129,-0.778,0.686,7.571,0.372,0.771,NA,NA
R7A2020_19445,0.044,0.041,0.016,0.009,0.022,0.044,0.05,0.016,0.013,0.034,NE,NE,NFR5-GD,NE,NA,NE,NE,NE,NE,D,fluoride efflux transporter CrcB,K06199,fluoride exporter,crcB,D,"Important for reducing fluoride concentration in the cell, thus reducing its toxicity",crcB,4006463,4006837,375,-1,FALSE,FALSE,FALSE,105.9,362.3,215.6,345.4,4.3,17.9,52.7,62.1,6.7,126.5,10.5,22.1,195.7,54.3,49.6,686.1,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19450,0.023,0.06,0.028,0.027,0.021,0.028,0.05,0.028,0.022,0.018,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,hypothetical protein,NA,NA,NA,S,"Psort location CytoplasmicMembrane, score",R7A2020_19450,4006885,4008540,1656,-1,TRUE,FALSE,FALSE,698.8,205.3,568.5,614.6,754.1,656.8,665.1,800.7,985.4,613.8,465.7,1010.9,1079.7,1314.1,781.1,685.4,744.757,-0.070,0.609,5.872,0.555,0.871,NA,NA
R7A2020_19455,0.027,0.061,0.028,0.025,0.028,0.04,0.075,0.034,0.038,0.031,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,aspartyl/asparaginyl beta-hydroxylase domain-containing protein,NA,NA,NA,O,Aspartyl asparaginyl beta-hydroxylase,R7A2020_19455,4008789,4009619,831,-1,TRUE,FALSE,FALSE,275.3,249.6,445.6,555.5,420.5,435.2,297.6,684.0,179.9,1177.3,495.9,492.8,255.5,598.5,638.9,98.3,456.808,0.202,0.902,2.527,0.925,0.995,NA,NA
R7A2020_19460,0.058,0.089,0.07,0.04,0.031,0.034,0.119,0.061,0.058,0.046,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DUF930 domain-containing protein,NA,NA,NA,S,Domain of Unknown Function (DUF930),R7A2020_19460,4009778,4010161,384,-1,TRUE,FALSE,FALSE,410.8,241.5,210.4,38.6,492.7,489.9,1614.6,241.9,861.0,420.8,963.9,444.4,967.2,414.7,778.8,844.0,589.969,-0.738,0.860,12.588,0.083,0.449,NA,NA
R7A2020_19465,0.073,0.129,0.067,0.074,0.062,0.075,0.141,0.07,0.073,0.075,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,replication-associated recombination protein A,K07478,putative ATPase,rarA,L,related to the helicase subunit of the Holliday junction resolvase,R7A2020_19465,4010458,4011765,1308,-1,TRUE,FALSE,FALSE,2542.5,2010.6,1615.3,2034.7,2776.4,2884.6,2096.6,2336.8,3121.1,1626.9,1920.8,1811.2,2455.5,1453.8,4564.3,1942.9,2329.172,-0.214,0.430,6.668,0.464,0.828,NA,NA
R7A2020_19470,0.062,0.121,0.066,0.061,0.058,0.077,0.14,0.072,0.065,0.066,NE,NE,NE,NE,NA,NE,NE,NE,NE,NA,DegQ family serine endoprotease,K04771,serine protease Do [EC:3.4.21.107],degS,M,Belongs to the peptidase S1C family,R7A2020_19470,4011808,4013301,1494,-1,TRUE,FALSE,FALSE,1801.3,1845.6,1901.5,2049.2,2249.3,3021.7,2419.2,2460.9,2879.8,2643.0,3357.4,2350.4,2455.5,1109.6,4191.4,2290.3,2442.882,-0.312,0.402,8.651,0.279,0.709,NA,NA
R7A2020_19475,0,0,0,0,0,0,0.003,0,0,0.003,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,50S ribosomal protein L17,K02879,large subunit ribosomal protein L17,rplQ,J,Ribosomal protein L17,rplQ,4013483,4013914,432,-1,FALSE,FALSE,FALSE,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19480,0,0,0,0,0,0.001,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,K,DNA-directed RNA polymerase subunit alpha,K03040,DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6],rpoA,K,DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates,R7A2020_19480,4014019,4015029,1011,-1,FALSE,FALSE,FALSE,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19485,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,30S ribosomal protein S11,K02948,small subunit ribosomal protein S11,rpsK,J,"Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome",rpsK,4015134,4015523,390,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19490,0.006,0.016,0.006,0.01,0.006,0.006,0.029,0.016,0.016,0.01,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,30S ribosomal protein S13,K02952,small subunit ribosomal protein S13,rpsM,J,"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits",rpsM,4015643,4016011,369,-1,FALSE,FALSE,FALSE,5.6,10.1,86.3,22.9,29.2,20.9,397.7,51.4,0.8,14.1,140.5,20.0,19.3,3.9,650.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19495,0,0,0,0,0,0,0.002,0.002,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,F,adenylate kinase,K00939,adenylate kinase [EC:2.7.4.3],adk,F,Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism,R7A2020_19495,4016230,4016826,597,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19500,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,U,preprotein translocase subunit SecY,K03076,preprotein translocase subunit SecY,secY,U,"The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently",secY,4016823,4018163,1341,-1,FALSE,FALSE,FALSE,1.4,0.0,0.0,1.2,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19505,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,50S ribosomal protein L15,K02876,large subunit ribosomal protein L15,rplO,J,Binds to the 23S rRNA,R7A2020_19505,4018358,4018831,474,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19510,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,50S ribosomal protein L30,K02907,large subunit ribosomal protein L30,rpmD,J,Ribosomal protein L30,rpmD,4018854,4019051,198,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19515,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,30S ribosomal protein S5,K02988,small subunit ribosomal protein S5,rpsE,J,Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body,rpsE,4019076,4019639,564,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19520,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,50S ribosomal protein L18,K02881,large subunit ribosomal protein L18,rplR,J,"This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance",rplR,4019721,4020080,360,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
R7A2020_19525,0,0,0,0,0,0,0,0,0,0,INPUT-ES,INPUT-ES,INPUT-ES,INPUT-ES,NA,CORE-ES,CORE-ES,CORE-ES,CORE-ES,J,50S ribosomal protein L6,K02933,large subunit ribosomal protein L6,rplF,J,"This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center",rplF,4020215,4020748,534,-1,FALSE,FALSE,FALSE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA
