locus_tag,FUN,NCBI,KO,KA,gene,COG,CA,gene_name,start,end,gene_length,strand,ICESym,NSTB_ii,NSGR_ii,NSTY_ii,WTTB_ii,WTGR_ii,WTTY_ii,TY_state,GR_state,TB_state,NS_ii,WT_ii,ES_state,ICE_state
R7A2020_14940,NA,thiamine pyrophosphate-binding protein,K01652,acetolactate synthase I/II/III large subunit [EC:2.2.1.6],ilvG,EH,Belongs to the TPP enzyme family,R7A2020_14940,3043919,3045568,1650,-1,FALSE,0.054882395,0.03492516,0.044903778,0.054882395,0.037776194,0.044903778,NE,NE,NE,0.134711333,0.142551675,NE,NA
R7A2020_14945,NA,CoA transferase,NA,NA,caiB,C,L-carnitine dehydratase bile acid-inducible protein F,R7A2020_14945,3045565,3046740,1176,-1,FALSE,0.060939061,0.054945055,0.05994006,0.057942058,0.02997003,0.044955045,NE,NE,NE,0.167832168,0.128871129,NE,NA
R7A2020_14950,G,alpha/beta hydrolase,NA,NA,pldB,I,"Serine aminopeptidase, S33",R7A2020_14950,3046864,3047793,930,-1,FALSE,0.01011378,0.006321113,0.012642225,0.011378003,0.007585335,0.01011378,TY-ES,GR-ES,TB-ES,0.029077118,0.026548673,GD,NA
R7A2020_14955,NA,ribonuclease,K01166,ribonuclease T2 [EC:4.6.1.19],rna,J,Belongs to the RNase T2 family,R7A2020_14955,3047977,3048984,1008,1,FALSE,0.045454545,0.047785548,0.047785548,0.05011655,0.036130536,0.045454545,NE,NE,NE,0.151515152,0.138694639,NE,NA
R7A2020_14960,NA,diguanylate cyclase,NA,NA,NA,T,diguanylate cyclase,R7A2020_14960,3049027,3050313,1287,-1,FALSE,0.059360731,0.050228311,0.052968037,0.058447489,0.039269406,0.052968037,NE,NE,NE,0.157990868,0.15890411,NE,NA
R7A2020_14965,S,energy-dependent translational throttle protein EttA,K06020,energy-dependent translational throttle protein EttA,yjjK,S,ABC transporter,ettA,3050571,3052220,1650,1,FALSE,0.042052744,0.020669993,0.03492516,0.023521026,0.012829651,0.027084818,NE,NE,NE,0.113328582,0.071988596,NE,NA
R7A2020_14970,NA,trans-aconitate 2-methyltransferase,K00598,trans-aconitate 2-methyltransferase [EC:2.1.1.144],tam,S,Catalyzes the S-adenosylmethionine monomethyl esterification of trans-aconitate,tam,3052267,3053037,771,1,FALSE,0.050304878,0.035060976,0.050304878,0.06097561,0.027439024,0.05945122,NE,NE,NE,0.12347561,0.141768293,NE,NA
R7A2020_14975,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_14975,3053150,3053485,336,1,FALSE,0.017421603,0.027874564,0.034843206,0.041811847,0.020905923,0.034843206,NE,NE,NE,0.069686411,0.090592334,NE,NA
R7A2020_14980,NA,beta-ketoacyl-ACP synthase III,K16872,beta-ketodecanoyl-[acyl-carrier-protein] synthase [EC:2.3.1.207],fabH,I,3-Oxoacyl- acyl-carrier-protein (ACP) synthase III,R7A2020_14980,3053618,3054739,1122,1,FALSE,0.049266247,0.034591195,0.049266247,0.0639413,0.031446541,0.057651992,NE,NE,NE,0.137316562,0.145702306,NE,NA
R7A2020_14985,NA,GFA family protein,NA,NA,NA,S,Glutathione-dependent formaldehyde-activating enzyme,R7A2020_14985,3054908,3055324,417,1,FALSE,0.025280899,0.019662921,0.02247191,0.033707865,0.030898876,0.028089888,NE,NE,NE,0.075842697,0.095505618,NE,NA
R7A2020_14990,NA,isoprenylcysteine carboxylmethyltransferase family protein,NA,NA,NA,O,PFAM Isoprenylcysteine carboxyl methyltransferase,R7A2020_14990,3055352,3055918,567,-1,FALSE,0.095238095,0.080745342,0.082815735,0.060041408,0.055900621,0.076604555,NE,NE,NE,0.221532091,0.182194617,NE,NA
R7A2020_14995,NA,glyoxalase/bleomycin resistance/extradiol dioxygenase family protein,K04750,PhnB protein,phnB,S,3-demethylubiquinone-9 3-methyltransferase,R7A2020_14995,3056015,3056413,399,-1,FALSE,0.070381232,0.064516129,0.073313783,0.079178886,0.023460411,0.058651026,NE,NE,NE,0.184750733,0.152492669,NE,NA
R7A2020_15000,NA,tautomerase family protein,NA,NA,NA,NA,NA,R7A2020_15000,3056432,3056854,423,-1,FALSE,0.055555556,0.055555556,0.047222222,0.05,0.019444444,0.052777778,NE,NE,NE,0.136111111,0.130555556,NE,NA
R7A2020_15005,NA,TetR/AcrR family transcriptional regulator,K22041,"TetR/AcrR family transcriptional regulator, copper-responsive repressor",NA,K,"PFAM Bacterial regulatory proteins, tetR family",R7A2020_15005,3056978,3057607,630,1,FALSE,0.074626866,0.035447761,0.039179104,0.059701493,0.026119403,0.050373134,NE,NE,NE,0.14738806,0.139925373,NE,NA
R7A2020_15010,NA,MOSC domain-containing protein,NA,NA,yuaD,S,MOSC domain,R7A2020_15010,3057625,3058242,618,1,FALSE,0.058823529,0.032258065,0.034155598,0.049335863,0.022770398,0.032258065,NE,NE,NE,0.144212524,0.113851992,NE,NA
R7A2020_15015,NA,SDR family oxidoreductase,NA,NA,NA,S,KR domain,R7A2020_15015,3058307,3059146,840,-1,FALSE,0.077030812,0.033613445,0.053221289,0.065826331,0.026610644,0.050420168,NE,NE,NE,0.176470588,0.147058824,NE,NA
R7A2020_15020,NA,D-amino acid aminotransferase,NA,NA,NA,EH,Amino-transferase class IV,R7A2020_15020,3059278,3060240,963,-1,FALSE,0.05982906,0.046398046,0.048840049,0.062271062,0.032967033,0.064713065,NE,NE,NE,0.15995116,0.158730159,NE,NA
R7A2020_15025,NA,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_15025,3060398,3060904,507,1,FALSE,0.06712963,0.043981481,0.053240741,0.043981481,0.025462963,0.053240741,NE,NE,NE,0.155092593,0.145833333,NE,NA
R7A2020_15030,NA,DUF2293 domain-containing protein,NA,NA,NA,S,Uncharacterized conserved protein (DUF2293),R7A2020_15030,3060910,3061224,315,-1,FALSE,0.059479554,0.059479554,0.059479554,0.089219331,0.055762082,0.07063197,NE,NE,NE,0.189591078,0.211895911,NE,NA
R7A2020_15035,NA,tRNA (N6-threonylcarbamoyladenosine(37)-N6)-methyltransferase TrmO,K22900,tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-],NA,S,Uncharacterised protein family UPF0066,tsaA,3061221,3061745,525,-1,FALSE,0.073825503,0.058165548,0.064876957,0.073825503,0.03803132,0.058165548,NE,NE,NE,0.181208054,0.178970917,NE,NA
R7A2020_15040,K,metalloregulator ArsR/SmtB family transcription factor,NA,NA,NA,KQ,arsR family,R7A2020_15040,3061940,3062962,1023,1,FALSE,0.040229885,0.016091954,0.034482759,0.037931034,0.012643678,0.029885057,NE,NE,NE,0.109195402,0.094252874,NE,NA
R7A2020_15045,E,methylenetetrahydrofolate reductase [NAD(P)H],K00297,methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20],metF,E,Methylenetetrahydrofolate reductase,metF,3062962,3063879,918,1,FALSE,0.051150895,0,0.02685422,0.035805627,0,0.02685422,NE,GR-ES,NE,0.101023018,0.085677749,NE,NA
R7A2020_15050,NA,DMT family transporter,NA,NA,NA,EG,transporter,R7A2020_15050,3064401,3065318,918,-1,FALSE,0.061381074,0.054987212,0.04859335,0.079283887,0.046035806,0.047314578,NE,NE,NE,0.15601023,0.170076726,NE,NA
R7A2020_15055,NA,ornithine decarboxylase,K01581,ornithine decarboxylase [EC:4.1.1.17],ldc,E,Belongs to the Orn Lys Arg decarboxylase class-II family,R7A2020_15055,3065532,3066752,1221,1,FALSE,0.063583815,0.057803468,0.058766859,0.058766859,0.040462428,0.064547206,NE,NE,NE,0.170520231,0.162813102,NE,NA
R7A2020_15060,NA,SDR family oxidoreductase,NA,NA,NA,IQ,Enoyl-(Acyl carrier protein) reductase,R7A2020_15060,3066855,3067586,732,-1,FALSE,0.048154093,0.043338684,0.046548957,0.048154093,0.030497592,0.024077047,NE,NE,NE,0.141252006,0.097913323,NE,NA
R7A2020_15065,NA,LysR family transcriptional regulator,K03566,"LysR family transcriptional regulator, glycine cleavage system transcriptional activator",NA,K,transcriptional regulator,R7A2020_15065,3067717,3068625,909,1,FALSE,0.054263566,0.0374677,0.043927649,0.056847545,0.031007752,0.032299742,NE,NE,NE,0.130490956,0.129198966,NE,NA
R7A2020_15070,NA,lytic murein transglycosylase,K08305,membrane-bound lytic murein transglycosylase B [EC:4.2.2.-],mltB,M,Lytic murein transglycosylase,R7A2020_15070,3068637,3069815,1179,-1,FALSE,0.079681275,0.056772908,0.048804781,0.079681275,0.037848606,0.048804781,NE,NE,NE,0.18625498,0.167330677,NE,NA
R7A2020_15075,NA,glycoside hydrolase family 25 protein,K07273,lysozyme,lyc,M,Glycoside hydrolase,R7A2020_15075,3070230,3071030,801,-1,FALSE,0.052863436,0.04845815,0.041116006,0.057268722,0.038179148,0.052863436,NE,NE,NE,0.133627019,0.148311307,NE,NA
R7A2020_15080,NA,serine hydrolase,NA,NA,NA,V,COG1680 Beta-lactamase class C and other penicillin binding,R7A2020_15080,3071319,3072698,1380,1,FALSE,0.072463768,0.063086104,0.069053708,0.079283887,0.043478261,0.071611253,NE,NE,NE,0.186700767,0.187553282,NE,NA
R7A2020_15085,K,HigA family addiction module antidote protein,K21498,antitoxin HigA-1,NA,K,Helix-turn-helix XRE-family like proteins,R7A2020_15085,3072774,3073082,309,-1,FALSE,0.007575758,0.003787879,0.015151515,0.011363636,0.003787879,0.026515152,TY-GD,GR-ES,TB-ES,0.022727273,0.034090909,GD,NA
R7A2020_15090,S,type II toxin-antitoxin system RelE/ParE family toxin,K07334,toxin HigB-1,higB,S,RelE-like toxin of type II toxin-antitoxin system HigB,R7A2020_15090,3073091,3073387,297,-1,FALSE,0.031496063,0.023622047,0.031496063,0.015748031,0.003937008,0.027559055,NE,GR-GD,NE,0.086614173,0.05511811,NE,NA
R7A2020_15095,PSEUDO,pseudogene,NA,NA,NA,NA,NA,R7A2020_15095,3073564,3073695,132,-1,FALSE,0.017699115,0.017699115,0.017699115,0.008849558,0.017699115,0.026548673,NE,NE,TB-GD,0.053097345,0.07079646,NE,NA
R7A2020_15100,NA,cytochrome C,NA,NA,cccE,C,Cytochrome c mono- and diheme variants,R7A2020_15100,3073700,3074185,486,-1,FALSE,0.048309179,0.026570048,0.036231884,0.038647343,0.016908213,0.026570048,NE,NE,NE,0.099033816,0.084541063,NE,NA
R7A2020_15105,NA,class I SAM-dependent methyltransferase,K13623,S-adenosylmethionine-diacylgycerolhomoserine-N-methlytransferase,btaB,Q,Putative methyltransferase,R7A2020_15105,3074361,3075044,684,-1,FALSE,0.073883162,0.042955326,0.053264605,0.051546392,0.030927835,0.053264605,NE,NE,NE,0.166666667,0.151202749,NE,NA
R7A2020_15110,NA,DUF3419 family protein,K13622,S-adenosylmethionine-diacylglycerol 3-amino-3-carboxypropyl transferase,btaA,I,S-adenosylmethionine diacylglycerol 3-amino-3-carboxypropyl transferase,R7A2020_15110,3075041,3076339,1299,-1,FALSE,0.061482821,0.057866184,0.045207957,0.067811935,0.037070524,0.057866184,NE,NE,NE,0.144665461,0.158227848,NE,NA
R7A2020_15115,NA,5-oxoprolinase,K01469,5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9],hyuB,EQ,Hydantoinase B/oxoprolinase,R7A2020_15115,3076372,3080004,3633,-1,FALSE,0.060537391,0.057300097,0.052444157,0.069278084,0.046293299,0.052767886,NE,NE,NE,0.167044351,0.165749433,NE,NA
R7A2020_15120,HYP,hypothetical protein,NA,NA,NA,NA,NA,R7A2020_15120,3080185,3080397,213,1,FALSE,0.071428571,0.049450549,0.027472527,0.06043956,0,0.032967033,NE,WT-GR-ES,NE,0.153846154,0.098901099,NE,NA
R7A2020_15125,NA,DnaJ family molecular chaperone,K05801,DnaJ like chaperone protein,hscB,O,DnaJ molecular chaperone homology domain,R7A2020_15125,3080554,3081273,720,1,FALSE,0.032679739,0.04248366,0.055555556,0.053921569,0.027777778,0.031045752,NE,NE,NE,0.116013072,0.129084967,NE,NA
R7A2020_15130,NA,N-acetylmuramoyl-L-alanine amidase,K01447,N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],amiD,V,Negative regulator of beta-lactamase expression,R7A2020_15130,3081270,3082025,756,1,FALSE,0.031055901,0.045031056,0.048136646,0.031055901,0.02484472,0.045031056,NE,NE,NE,0.122670807,0.100931677,NE,NA
R7A2020_15135,NA,transglycosylase SLT domain-containing protein,NA,NA,slt,M,Transglycosylase SLT domain,R7A2020_15135,3082236,3082943,708,1,FALSE,0.048092869,0.046434494,0.034825871,0.053067993,0.026533997,0.043117745,NE,NE,NE,0.12106136,0.122719735,NE,NA
R7A2020_15140,J,NA,NA,NA,NA,NA,NA,rnpB,3083021,3083420,400,1,FALSE,0,0,0,0,0,0,TY-ES,GR-ES,TB-ES,0,0,CORE-ES,NA
R7A2020_15145,NA,cystathionine gamma-lyase,NA,NA,cysA,E,cystathionine,R7A2020_15145,3083545,3084660,1116,-1,FALSE,0.04,0.044210526,0.043157895,0.052631579,0.030526316,0.038947368,NE,NE,NE,0.130526316,0.134736842,NE,NA
R7A2020_15150,NA,division/cell wall cluster transcriptional repressor MraZ,K03925,MraZ protein,mraZ,K,Belongs to the MraZ family,mraZ,3085066,3085524,459,1,FALSE,0.043367347,0.043367347,0.028061224,0.035714286,0.035714286,0.045918367,NE,NE,NE,0.104591837,0.104591837,NE,NA
R7A2020_15155,NA,16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH,K03438,16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199],rsmH,J,Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA,rsmH,3085521,3086537,1017,1,FALSE,0.034642032,0.030023095,0.025404157,0.02886836,0.02886836,0.02886836,NE,NE,NE,0.102771363,0.095842956,NE,NA
R7A2020_15160,HYP,hypothetical protein,NA,NA,MA20_01770,S,secreted (Periplasmic) protein,R7A2020_15160,3086542,3086937,396,1,FALSE,0.00591716,0.01183432,0.017751479,0.017751479,0.00591716,0.00591716,TY-GD,GR-ES,TB-GD,0.035502959,0.032544379,GD,NA
R7A2020_15165,M,penicillin-binding protein 2,K03587,cell division protein FtsI (penicillin-binding protein 3) [EC:3.4.16.4],ftsI,M,Cell division protein FtsI penicillin-binding protein 2,R7A2020_15165,3086934,3088643,1710,1,FALSE,0,0,6.88E-04,0,6.88E-04,0,TY-ES,GR-ES,TB-ES,6.88E-04,6.88E-04,CORE-ES,NA
R7A2020_15170,M,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,K01928,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13]",murE,M,Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan,R7A2020_15170,3088698,3090152,1455,1,FALSE,0,0.003231018,0,0,0,0,TY-ES,GR-ES,TB-ES,0.003231018,0,CORE-ES,NA
R7A2020_15175,M,UDP-N-acetylmuramoylalanyl-D-glutamyl-2,K01929,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10],murF,M,"Involved in cell wall formation. Catalyzes the final step in the synthesis of UDP-N-acetylmuramoyl-pentapeptide, the precursor of murein",R7A2020_15175,3090149,3091582,1434,1,FALSE,0,0,0,0,0,0,TY-ES,GR-ES,TB-ES,8.20E-04,0.001639344,CORE-ES,NA
R7A2020_15180,M,phospho-N-acetylmuramoyl-pentapeptide- transferase,K01000,phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13],mraY,M,First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan,R7A2020_15180,3091606,3092688,1083,1,FALSE,0,0,0,0,0,0,TY-ES,GR-ES,TB-ES,0,0,CORE-ES,NA
R7A2020_15185,M,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase,K01925,UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9],murD,M,Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA),R7A2020_15185,3092700,3094100,1401,1,FALSE,0,0,0,0,0,0,TY-ES,GR-ES,TB-ES,0.001679261,0,CORE-ES,NA
R7A2020_15190,D,putative lipid II flippase FtsW,K03588,cell division protein FtsW,ftsW,D,Belongs to the SEDS family,ftsW,3094100,3095251,1152,1,FALSE,0,0,0,0,0,0,TY-ES,GR-ES,TB-ES,0,0,CORE-ES,NA
R7A2020_15195,M,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,K02563,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227],murG,M,Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II),murG,3095253,3096380,1128,1,FALSE,0,0,0,0,0,0,TY-ES,GR-ES,TB-ES,0.001041667,0,CORE-ES,NA
R7A2020_15200,M,UDP-N-acetylmuramate--L-alanine ligase,K01924,UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8],murC,M,Belongs to the MurCDEF family,R7A2020_15200,3096377,3097777,1401,1,FALSE,0,8.40E-04,0,0,0,0,TY-ES,GR-ES,TB-ES,8.40E-04,8.40E-04,CORE-ES,NA
R7A2020_15205,M,UDP-N-acetylmuramate dehydrogenase,K00075,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],murB,M,cell wall formation,murB,3097774,3098739,966,1,FALSE,0,0,0,0,0,0,TY-ES,GR-ES,TB-ES,0,0,CORE-ES,NA
R7A2020_15210,NA,D-alanine--D-alanine ligase,K01921,D-alanine-D-alanine ligase [EC:6.3.2.4],ddl,M,Belongs to the D-alanine--D-alanine ligase family,R7A2020_15210,3099041,3099967,927,1,FALSE,0.032953105,0.035487959,0.039290241,0.049429658,0.031685678,0.043092522,NE,NE,NE,0.095057034,0.117870722,NE,NA
R7A2020_15215,D,cell division protein FtsQ/DivIB,K03589,cell division protein FtsQ,ftsQ,D,Essential cell division protein,R7A2020_15215,3099955,3100896,942,1,FALSE,0,0,0,0.002496879,0.001248439,0.001248439,TY-ES,GR-ES,TB-ES,0.002496879,0.003745318,CORE-ES,NA
R7A2020_15220,D,cell division protein FtsA,K03590,cell division protein FtsA,ftsA,D,Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring,ftsA,3100893,3102200,1308,1,FALSE,0,0,0,0,0,0,TY-ES,GR-ES,TB-ES,0,0,CORE-ES,NA
R7A2020_15225,D,cell division protein FtsZ,K03531,cell division protein FtsZ,ftsZ,D,Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity,ftsZ,3102267,3103946,1680,1,FALSE,0,7.00E-04,0,0,0,0,TY-ES,GR-ES,TB-ES,0.00140056,0,CORE-ES,NA
R7A2020_15230,M,UDP-3-O-acyl-N-acetylglucosamine deacetylase,K02535,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108],lpxC,M,"Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis",R7A2020_15230,3104227,3105177,951,1,FALSE,0.001236094,0.001236094,0,0.003708282,0.001236094,0,TY-ES,GR-ES,TB-ES,0.003708282,0.004944376,CORE-ES,NA
R7A2020_15235,M,outer membrane protein assembly factor BamD,K05807,outer membrane protein assembly factor BamD,bamD,M,"Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane",R7A2020_15235,3105441,3106310,870,1,FALSE,0.002702703,0.001351351,0.001351351,0.005405405,0.001351351,0,TY-ES,GR-ES,TB-ES,0.006756757,0.008108108,CORE-ES,NA
R7A2020_15240,NA,DNA repair protein RecN,K03631,DNA repair protein RecN (Recombination protein N),recN,L,May be involved in recombinational repair of damaged DNA,recN,3106520,3108193,1674,1,FALSE,0.068117978,0.042134831,0.051264045,0.058988764,0.029494382,0.056882022,NE,NE,NE,0.16502809,0.149578652,NE,NA
R7A2020_15245,L,NAD-dependent DNA ligase LigA,K01972,DNA ligase (NAD+) [EC:6.5.1.2],ligA,L,DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA,ligA,3108345,3110549,2205,1,FALSE,0,0.0016,0,5.33E-04,0.001066667,0,TY-ES,GR-ES,TB-ES,0.0016,0.002666667,CORE-ES,NA
R7A2020_15250,NA,DUF2461 domain-containing protein,NA,NA,NA,S,Conserved hypothetical protein (DUF2461),R7A2020_15250,3110546,3111235,690,1,FALSE,0.064735945,0.049403748,0.049403748,0.085178876,0.05451448,0.059625213,NE,NE,NE,0.161839864,0.172061329,NE,NA
R7A2020_15255,NA,AzlC family ABC transporter permease,NA,NA,NA,E,branched-chain amino acid permease (azaleucine resistance),R7A2020_15255,3111350,3112078,729,1,FALSE,0.05958132,0.046698873,0.074074074,0.048309179,0.043478261,0.038647343,NE,NE,NE,0.165861514,0.125603865,NE,NA
R7A2020_15260,NA,AzlD family protein,NA,NA,NA,S,Branched-chain amino acid transport,R7A2020_15260,3112075,3112371,297,1,FALSE,0.031496063,0.023622047,0.039370079,0.043307087,0.031496063,0.043307087,NE,NE,NE,0.094488189,0.114173228,NE,NA
R7A2020_15265,NA,aminopeptidase P family protein,K01262,Xaa-Pro aminopeptidase [EC:3.4.11.9],pepP,E,aminopeptidase,R7A2020_15265,3112581,3114425,1845,-1,FALSE,0.068833652,0.037603569,0.043339707,0.068196303,0.029955386,0.040152964,NE,NE,NE,0.156787763,0.14404079,NE,NA
R7A2020_15270,NA,autotransporter outer membrane beta-barrel domain-containing protein,K12685,subtilase-type serine protease [EC:3.4.21.-],NA,O,TIGRFAM outer membrane autotransporter barrel domain,R7A2020_15270,3115058,3118084,3027,1,FALSE,0.061771562,0.056332556,0.053224553,0.057109557,0.038850039,0.056332556,NE,NE,NE,0.16006216,0.145687646,NE,NA
